hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy
287f161bd72c38780ea7d9fb15081d3feaac0c8b,2012-06-05 11:17:09,2,2,6,1.4213635805160731,48,274,-45.0,4,0.03917438271604939,9,5674.5,9.832087329269074,226,0,1,0,1
6573ee9964d69c0ff1aaee4d023d38e7ab31197c,2012-06-05 11:39:37,1,3,4,1.6423406597694992,1,47,805.5,4,23.97717881944445,342,5679.5,1.0149308365109473,886,0,0,0,0
1033d46bc705d39e65cb9cc37c39156bf3156cc2,2012-06-05 16:04:04,2,2,3,1.1274643311679635,397,391,0.0,4,0.08171682098765433,1,5683.0,1.6930425066490409,227,0,1,0,1
4f103d9f050376861093de51ea2db555e26b526b,2012-06-05 16:14:49,1,1,2,0.4077707431114196,252,275,-3.5,4,0.007465277777777778,2,5685.5,101.46511627906976,890,0,0,0,0
5efe1141512d8ccf9291411bfdb722cba414d063,2012-06-05 16:37:57,2,2,2,0.8524051786494786,43,29,377.5,4,0.23494212962962965,3,5687.5,4.308480854615027,228,0,0,0,1
21f57576841be70359ad861485a8e4a0a5b4c809,2012-06-05 17:04:48,1,1,5,1.1619502569301907,348,284,-96.6,4,0.2144212962962963,8,5691.0,3.124360286347992,896,0,1,0,1
d07a1df725573d68cb87d51bb9fa960cc34abb5b,2012-06-05 17:15:53,2,2,3,1.490791272841451,104,125,-301.6666666666667,4,0.16864583333333336,10,5695.0,4.294824584345685,229,0,1,0,1
744b10ca1e9fa62f072dfd62d22fba53e808be64,2012-06-05 17:24:29,2,2,3,1.374589252908096,72,81,-92.66666666666669,4,0.10944444444444447,6,5698.0,38.59439862114615,230,0,1,0,1
0581d153701651f1da322f16256dff1afe59cc5d,2012-06-06 13:48:11,1,1,1,0.0,6,4,1.0,4,1.1048842592592591,2,5700.0,1.9050721753158328,901,0,0,0,1
8a9cb44aa6132f064b65f3f9fdb7e1fea2a8f577,2012-06-06 13:53:30,1,1,2,0.4327501587887541,43,47,1164.0,4,1.092974537037037,199,5701.5,1.6862007984496947,903,0,1,0,1
401c39a79bd9bd11c4c872bfed4a7f1779cb27e3,2012-06-06 15:00:21,1,1,1,0.0,3,3,237.0,1,4.997847222222221,6,104.0,1.2000861482026983,29,0,0,0,1
f99f64b934060ebce38e7ef7b0568060ef9c976d,2012-06-06 15:04:22,1,1,1,0.0,7,9,101.0,1,5.049918981481481,4,105.0,1.1980229789165118,30,1,0,0,0
58339907fd132e801b4a7413d2c34b3500bc8632,2012-06-08 15:13:18,1,1,1,0.0,13,4,559.0,4,92.13653935185185,13,64.0,1.0108534573474828,8,0,0,0,1
80b00d1715930382a71e9290af5c5b468c7553ad,2012-06-08 15:47:55,1,1,1,0.0,34,24,568.0,4,0.024039351851851853,14,65.0,42.598459316321616,9,1,1,0,1
3c49573cbd12de5810e063cbac8276a6d585538b,2012-06-08 16:08:55,1,1,1,0.0,5,5,14.0,4,147.21462962962963,5,5703.0,1.0067928031508544,904,0,0,0,1
4fe59339a7c7e92c230dbb49e20ccf71efea3825,2012-06-11 14:22:17,1,1,1,0.0,2,0,2.0,4,149.86557870370368,7,5704.0,1.006672646305107,905,0,0,0,1
44e53319bba8a9a1be33c9ef8cdfa5d79540f716,2012-06-11 14:37:01,1,1,1,0.0,2,1,2052.0,4,5.0302199074074085,171,36.0,1.1987984657544333,36,1,0,0,0
e959ac93b719e6e3a09cea0744627b4a719993f0,2012-06-11 14:45:54,1,1,1,0.0,8,4,2053.0,4,0.006168981481481482,172,37.0,163.1013133208255,37,1,1,0,1
d610cce629f04f37ebe3b96107593de497c473d3,2012-06-11 14:48:23,1,1,1,0.0,39,1,2057.0,4,0.001724537037037037,173,38.0,580.8657718120805,38,0,1,0,1
87c8ff9545e543c76d154ae3b075dab190622866,2012-06-11 14:50:00,1,1,1,0.0,38,16,2095.0,4,0.0011226851851851851,174,39.0,891.7216494845361,39,0,0,0,0
ae61e8cf166c8a73d4252739b7e86fd893b8a1e7,2012-06-11 14:51:31,1,1,1,0.0,10,2,2117.0,4,0.0010532407407407409,175,40.0,950.4505494505496,40,0,0,0,0
910095f3b1a958f9928a1859a1208737fc8c4d8c,2012-06-11 14:56:14,1,1,1,0.0,30,3,2125.0,4,0.003275462962962963,176,41.0,306.30035335689047,41,0,0,0,0
fcc532f759074fab6a4ea8a51e42aaf6edb2ccf8,2012-06-11 14:56:53,1,1,1,0.0,42,42,2152.0,4,0.00045138888888888887,177,42.0,2216.384615384616,42,1,1,1,0
96b322e40aa10f8714a14b238fe1f1fa844281a7,2012-06-11 18:55:35,1,1,1,0.0,6,2,31.0,4,6.3027546296296295,93,5705.0,1.158660785444342,906,0,0,0,0
e712697f18c01e0d6ab419c37bc5248e1e3d3e8b,2012-06-11 19:52:49,1,1,2,0.1847203755979136,100,78,544.5,4,13.167922453703707,131,5706.5,1.0379997577827529,908,0,1,0,1
0cd7425fee513c4ce4d671ce04f60e5ced55270d,2012-06-11 20:01:16,1,1,1,0.0,11,10,54.0,4,0.005868055555555554,95,5708.0,171.41420118343197,909,0,0,0,1
a1cd5b148d24b43a2cb7340c848d8ad8811de25c,2012-06-12 16:40:16,1,1,1,0.0,22,32,2152.0,4,1.0717939814814814,178,43.0,1.9330151290994888,43,0,1,0,0
70e033556dd91f6f34c90943c244512ed77f361a,2012-06-13 10:00:12,1,1,1,0.0,45,20,578.0,4,4.758530092592593,15,106.0,1.21014892845937,0,0,0,0,1
