File,Hash,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp,Bugs
package/MDAnalysis/core/Selection.py,566f3ee30aa5753554472cf8154c7c05393fdcff,16.279498456790126,0.49424274626300535,3.3333333333333335,1,39,2,624,4,27,2,15,1.381954889092099,0,1
package/doc/sphinx/source/conf.py,566f3ee30aa5753554472cf8154c7c05393fdcff,16.279498456790126,0.21609640474436814,3.3333333333333335,1,2,2,45,4,27,2,23,1.381954889092099,0,1
testsuite/MDAnalysisTests/test_selections.py,566f3ee30aa5753554472cf8154c7c05393fdcff,16.279498456790126,0.5217822215997981,3.3333333333333335,1,34,1,182,4,27,2,12,1.381954889092099,0,1
package/MDAnalysis/core/Selection.py,566f3ee30aa5753554472cf8154c7c05393fdcff,16.279498456790126,0.49424274626300535,3.3333333333333335,1,39,2,624,4,27,2,15,1.381954889092099,0,0
package/doc/sphinx/source/conf.py,566f3ee30aa5753554472cf8154c7c05393fdcff,16.279498456790126,0.21609640474436814,3.3333333333333335,1,2,2,45,4,27,2,23,1.381954889092099,0,0
testsuite/MDAnalysisTests/test_selections.py,566f3ee30aa5753554472cf8154c7c05393fdcff,16.279498456790126,0.5217822215997981,3.3333333333333335,1,34,1,182,4,27,2,12,1.381954889092099,0,0
package/MDAnalysis/core/Selection.py,3e02ee9f75a82d030b74e422bcd466e6ef67981d,24.125636574074075,0.0,243.0,1,39,2,587,2,27,1,14,2.320019177551462,0,1
package/MDAnalysis/coordinates/CRD.py,b2d70dd269af23a44c3d4d949a06c588cf145ee4,20.22218605324074,0.3814962890248649,402.5,0,8,53,25,2,27,2,10,1.0148048753112606,0,0
package/MDAnalysis/coordinates/DMS.py,b2d70dd269af23a44c3d4d949a06c588cf145ee4,20.22218605324074,0.3017555046164813,402.5,0,6,34,302,2,27,2,14,1.0148048753112606,0,0
package/MDAnalysis/coordinates/GRO.py,b2d70dd269af23a44c3d4d949a06c588cf145ee4,20.22218605324074,0.2972296448929748,402.5,0,5,34,54,2,27,2,16,1.0148048753112606,0,0
package/MDAnalysis/coordinates/LAMMPS.py,b2d70dd269af23a44c3d4d949a06c588cf145ee4,20.22218605324074,0.3998074333613827,402.5,0,9,58,96,2,27,2,14,1.0148048753112606,0,0
package/MDAnalysis/coordinates/PDBQT.py,b2d70dd269af23a44c3d4d949a06c588cf145ee4,20.22218605324074,0.361378354811536,402.5,0,6,49,19,2,27,2,9,1.0148048753112606,0,0
package/MDAnalysis/coordinates/PQR.py,b2d70dd269af23a44c3d4d949a06c588cf145ee4,20.22218605324074,0.3148819209117987,402.5,0,8,35,124,2,27,2,10,1.0148048753112606,0,0
