File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
src/REPLICA/verlet_split.cpp,721b312,8.0,34.0,5.0,106.0,367.0,102.0,10.0,10.0,11.0,1.0,48.0,8.0,34.0,5.0,0.0,10.0,575.0,106.0,345.0,56.0,269.0,102.0,0.0,22.0,238.0,337.0,54.0,0.0,283.0,33.0,33.0,35.0,1.0,5.0,0.3,100.0,100.0,105.0,10.0,1.0
src/REPLICA/verlet_split.cpp,afd2f6b,8.0,34.0,5.0,106.0,367.0,102.0,10.0,10.0,11.0,1.0,48.0,8.0,34.0,5.0,0.0,10.0,575.0,106.0,345.0,56.0,269.0,102.0,0.0,22.0,238.0,337.0,54.0,0.0,283.0,33.0,33.0,35.0,1.0,5.0,0.3,100.0,100.0,105.0,10.0,0.0
src/KOKKOS/pair_lj_charmm_coul_long_kokkos.cpp,afd2f6b,4.0,26.0,1.0,86.0,393.0,55.0,4.0,4.0,5.0,1.0,31.0,4.0,26.0,1.0,0.0,13.0,534.0,86.0,362.0,113.0,237.0,55.0,1.0,30.0,241.0,289.0,86.0,0.0,203.0,10.0,10.0,11.0,1.0,2.0,0.15,52.0,52.0,61.0,13.0,1.0
src/KOKKOS/pair_lj_charmm_coul_charmm_kokkos.cpp,afd2f6b,5.0,24.0,1.0,94.0,366.0,55.0,4.0,4.0,4.0,1.0,30.0,5.0,24.0,1.0,0.0,13.0,515.0,94.0,335.0,90.0,212.0,55.0,1.0,30.0,217.0,261.0,63.0,0.0,198.0,10.0,10.0,11.0,1.0,2.0,0.16,48.0,48.0,55.0,13.0,1.0
src/KOKKOS/pair_lj_charmm_coul_charmm_implicit_kokkos.cpp,afd2f6b,5.0,24.0,1.0,94.0,364.0,55.0,4.0,4.0,4.0,1.0,30.0,5.0,24.0,1.0,0.0,13.0,513.0,94.0,333.0,88.0,210.0,55.0,1.0,30.0,215.0,257.0,60.0,0.0,197.0,10.0,10.0,11.0,1.0,2.0,0.17,48.0,48.0,55.0,13.0,1.0
src/KOKKOS/pair_lj_charmm_coul_long_kokkos.cpp,fe0bf70,4.0,27.0,1.0,86.0,396.0,55.0,4.0,4.0,5.0,1.0,32.0,4.0,27.0,1.0,0.0,13.0,537.0,86.0,365.0,113.0,240.0,55.0,1.0,30.0,244.0,292.0,86.0,0.0,206.0,10.0,10.0,11.0,1.0,2.0,0.15,52.0,52.0,61.0,13.0,0.0
src/KOKKOS/pair_lj_charmm_coul_charmm_kokkos.cpp,fe0bf70,5.0,24.0,1.0,94.0,369.0,55.0,4.0,4.0,4.0,1.0,30.0,5.0,24.0,1.0,0.0,13.0,518.0,94.0,338.0,90.0,215.0,55.0,1.0,30.0,220.0,264.0,63.0,0.0,201.0,10.0,10.0,11.0,1.0,2.0,0.16,48.0,48.0,55.0,13.0,0.0
src/KOKKOS/pair_lj_charmm_coul_charmm_implicit_kokkos.cpp,fe0bf70,5.0,24.0,1.0,94.0,367.0,55.0,4.0,4.0,4.0,1.0,30.0,5.0,24.0,1.0,0.0,13.0,516.0,94.0,336.0,88.0,213.0,55.0,1.0,30.0,218.0,260.0,60.0,0.0,200.0,10.0,10.0,11.0,1.0,2.0,0.16,48.0,48.0,55.0,13.0,0.0
src/KOKKOS/improper_harmonic_kokkos.h,2b605e2,0.0,0.0,0.0,24.0,57.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,22.0,46.0,43.0,0.0,21.0,5.0,8.0,30.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,1.0
src/KOKKOS/improper_harmonic_kokkos.h,a67cb06,0.0,0.0,0.0,24.0,57.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,22.0,46.0,43.0,0.0,21.0,5.0,8.0,30.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0
