File,Lines,Comments,Blanks,Code,Lines-exe,Lines-dec,Stmt-exe,Stmt-dec,Ratio,Units,Cyclomatic,Modified,Strict,Essential,Avg Lines,Avg Code,Avg Comment,Avg Blank,bug
AmoebaReferenceBondForce.cpp,129,42,22,63,41,31,28,22,0.67,3,2,2,2,1,27,20,2,5,0
AmoebaReferenceBondForce.h,119,73,21,22,0,19,0,9,3.32,2,1,1,1,1,1,1,0,0,0
AmoebaReferenceForce.cpp,230,125,36,67,33,22,31,17,1.87,13,1,1,1,1,6,5,1,1,0
AmoebaReferenceForce.h,154,99,29,22,0,20,0,17,4.5,0,0,0,0,0,0,0,0,0,0
AmoebaReferenceGeneralizedKirkwoodForce.cpp,205,22,42,140,77,64,51,59,0.16,24,1,1,1,1,6,6,0,1,0
AmoebaReferenceGeneralizedKirkwoodForce.h,256,168,40,45,0,40,2,41,3.73,1,1,1,1,1,1,1,0,0,0
AmoebaReferenceInPlaneAngleForce.cpp,272,69,47,153,106,68,69,48,0.45,4,4,4,4,1,50,38,3,9,0
AmoebaReferenceInPlaneAngleForce.h,158,99,23,33,0,30,0,10,3.0,2,1,1,1,1,1,1,0,0,0
AmoebaReferenceKernelFactory.cpp,109,27,18,51,40,8,39,12,0.53,4,4,4,4,3,17,13,1,3,0
AmoebaReferenceKernelFactory.h,45,30,7,6,0,4,0,3,5.0,0,0,0,0,0,0,0,0,0,0
AmoebaReferenceKernels.cpp,1153,72,217,839,555,279,485,248,0.09,77,2,2,2,1,13,11,0,2,0
AmoebaReferenceKernels.h,696,389,39,261,0,228,0,224,1.49,0,0,0,0,0,0,0,0,0,0
AmoebaReferenceMultipoleForce.cpp,6912,414,1077,5431,4469,2191,2497,1741,0.08,117,4,4,4,1,58,46,3,8,0
AmoebaReferenceMultipoleForce.h,1776,1036,191,542,67,440,55,267,1.91,26,1,1,1,1,4,4,0,0,0
AmoebaReferenceOutOfPlaneBendForce.cpp,246,57,44,144,101,62,81,48,0.4,3,7,7,7,1,64,47,5,12,0
AmoebaReferenceOutOfPlaneBendForce.h,132,80,21,28,0,25,0,9,2.86,2,1,1,1,1,1,1,0,0,0
AmoebaReferencePiTorsionForce.cpp,240,46,47,144,111,48,94,39,0.32,3,4,4,4,1,64,47,3,14,0
AmoebaReferencePiTorsionForce.h,127,78,22,24,0,21,0,9,3.25,2,1,1,1,1,1,1,0,0,0
AmoebaReferenceStretchBendForce.cpp,199,55,32,109,73,51,55,40,0.5,3,5,5,5,1,48,36,5,8,0
AmoebaReferenceStretchBendForce.h,128,77,22,26,0,23,0,9,2.96,2,1,1,1,1,1,1,0,0,0
AmoebaReferenceTorsionTorsionForce.cpp,624,162,125,335,254,127,187,86,0.48,7,5,5,5,1,69,48,6,16,0
AmoebaReferenceTorsionTorsionForce.h,230,158,29,40,0,37,0,13,3.95,2,1,1,1,1,1,1,0,0,0
AmoebaReferenceVdwForce.cpp,407,48,95,259,164,104,113,83,0.19,24,2,2,2,1,15,11,1,3,0
AmoebaReferenceVdwForce.h,329,198,56,68,3,65,0,43,2.91,1,1,1,1,1,1,1,0,0,0
AmoebaReferenceWcaDispersionForce.cpp,345,29,69,245,202,121,100,113,0.12,3,8,8,9,2,104,81,2,21,0
AmoebaReferenceWcaDispersionForce.h,121,71,19,26,0,23,0,15,2.73,1,1,1,1,1,1,1,0,0,0
AmoebaSerializationProxyRegistration.cpp,95,30,8,20,14,3,15,6,1.5,2,2,2,2,1,9,9,0,0,0
AmoebaStretchBendForce.cpp,86,30,10,42,22,11,23,9,0.71,8,1,1,1,1,5,5,0,0,0
AmoebaStretchBendForce.h,163,107,14,38,3,26,3,19,2.82,3,1,1,1,1,4,4,0,0,0
AmoebaStretchBendForceImpl.cpp,68,30,9,26,9,7,13,11,1.15,6,1,1,1,1,4,4,0,0,0
AmoebaStretchBendForceImpl.h,72,37,7,22,2,14,2,13,1.68,3,1,1,1,1,3,3,1,0,0
AmoebaStretchBendForceProxy.cpp,89,30,8,46,30,14,25,16,0.65,3,3,3,4,1,16,15,0,1,0
AmoebaStretchBendForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
AmoebaTorsionTorsionForce.cpp,193,36,26,126,89,39,99,37,0.29,10,4,4,4,1,14,12,1,1,0
AmoebaTorsionTorsionForce.h,223,121,28,69,11,40,11,37,1.75,9,1,1,1,1,4,3,0,0,0
AmoebaTorsionTorsionForceImpl.cpp,160,36,28,92,48,36,46,40,0.39,6,3,3,3,1,17,13,1,3,0
AmoebaTorsionTorsionForceImpl.h,73,37,9,22,2,14,2,13,1.68,3,1,1,1,1,3,3,1,0,0
AmoebaTorsionTorsionForceProxy.cpp,151,37,19,90,67,35,56,37,0.41,4,4,4,5,1,27,22,2,3,0
AmoebaTorsionTorsionForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
AmoebaVdwForce.cpp,135,30,23,78,32,22,37,23,0.38,18,1,1,1,1,4,4,0,0,0
AmoebaVdwForce.h,284,183,33,64,8,44,8,39,2.86,6,1,1,1,1,4,4,0,0,0
AmoebaVdwForceImpl.cpp,261,68,26,169,133,81,72,86,0.4,7,4,4,4,1,30,23,5,2,0
AmoebaVdwForceImpl.h,80,41,9,24,2,16,2,15,1.71,3,1,1,1,1,3,3,1,0,0
AmoebaVdwForceProxy.cpp,109,31,16,57,41,18,36,20,0.54,3,3,3,4,1,22,18,0,4,0
AmoebaVdwForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
AmoebaWcaDispersionForce.cpp,136,30,24,77,32,22,33,23,0.39,22,1,1,1,1,3,3,0,0,0
AmoebaWcaDispersionForce.h,165,89,17,55,4,41,4,40,1.62,4,1,1,1,1,3,3,0,0,0
AmoebaWcaDispersionForceImpl.cpp,141,31,21,85,57,37,36,41,0.36,8,2,2,2,1,12,10,0,1,0
AmoebaWcaDispersionForceImpl.h,91,51,10,24,2,16,2,15,2.12,3,1,1,1,1,3,3,1,0,0
AmoebaWcaDispersionForceProxy.cpp,98,30,12,51,38,12,34,14,0.59,3,3,3,3,1,19,16,0,2,0
AmoebaWcaDispersionForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
AndersenThermostat.cpp,45,30,4,8,2,3,3,3,3.75,2,1,1,1,1,4,4,0,0,0
AndersenThermostat.h,143,91,7,40,11,18,9,17,2.27,9,1,1,1,1,3,3,0,0,0
AndersenThermostatImpl.cpp,100,33,13,48,24,20,28,22,0.69,7,2,2,2,1,8,7,0,1,0
AndersenThermostatImpl.h,75,40,8,22,2,15,2,14,1.82,2,1,1,1,1,4,3,1,0,0
AndersenThermostatProxy.cpp,68,30,5,28,18,6,15,8,1.07,3,2,2,2,1,9,9,0,0,0
AndersenThermostatProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
apibegin.h,84,30,12,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
apiend.h,67,28,11,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
arithmetic_ansi.h,133,26,22,79,26,21,41,21,0.33,12,2,2,2,1,7,7,0,1,0
arithmetic_sse_double.h,287,30,22,12,5,2,4,2,2.5,1,1,1,1,0,8,4,0,0,0
arithmetic_sse_float.h,287,31,21,12,5,3,4,3,2.58,2,2,2,2,1,6,6,0,0,0
asmjit.h,379,346,27,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
assembler.cpp,379,53,89,227,156,57,127,48,0.23,24,2,2,2,1,12,9,1,2,0
assembler.h,543,248,96,189,58,98,53,90,1.31,34,1,1,1,1,4,4,0,0,0
AssertionUtilities.cpp,56,34,5,14,8,5,8,4,2.43,1,3,3,3,1,12,12,0,0,0
AssertionUtilities.h,65,35,15,3,0,3,0,2,11.67,0,0,0,0,0,0,0,0,0,0
base.h,34,9,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
BrownianIntegrator.cpp,82,30,8,38,21,8,25,11,0.79,6,2,2,2,1,6,6,0,0,0
BrownianIntegrator.h,144,99,7,34,6,18,6,17,2.91,6,1,1,1,1,3,3,0,0,0
BrownianIntegratorProxy.cpp,61,30,6,23,15,7,13,7,1.3,3,1,1,1,1,7,7,0,0,0
BrownianIntegratorProxy.h,17,1,5,8,0,6,0,5,0.12,0,0,0,0,0,0,0,0,0,0
build.h,396,100,52,1,1,1,1,2,100.0,1,1,1,1,1,1,1,0,0,0
cl.hpp,12307,974,973,7824,2013,4480,779,1289,0.12,366,2,2,2,1,13,11,0,1,0
CMAPTorsionForce.cpp,109,30,13,61,38,11,43,12,0.49,11,2,2,2,1,5,5,0,0,0
CMAPTorsionForce.h,217,153,9,50,4,32,4,29,3.06,6,1,1,1,1,3,3,0,0,0
CMAPTorsionForceImpl.cpp,162,36,19,100,72,53,62,38,0.36,7,3,3,3,1,16,14,1,1,0
CMAPTorsionForceImpl.h,75,40,7,23,2,15,2,14,1.74,3,1,1,1,1,3,3,1,0,0
CMAPTorsionForceProxy.cpp,98,30,5,58,40,24,34,26,0.52,3,4,4,5,1,19,19,0,0,0
CMAPTorsionForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CMMotionRemover.cpp,42,30,4,6,1,2,2,3,5.0,2,1,1,1,1,3,3,0,0,0
CMMotionRemover.h,81,51,7,19,4,9,3,8,2.68,3,1,1,1,1,3,3,0,0,0
CMMotionRemoverImpl.cpp,59,30,6,17,6,6,7,8,1.76,4,1,1,1,1,4,4,0,0,0
CMMotionRemoverImpl.h,68,37,7,21,3,12,3,11,1.76,3,1,1,1,1,3,3,1,0,0
CMMotionRemoverProxy.cpp,65,30,5,25,15,6,12,8,1.2,3,2,2,2,1,8,8,0,0,0
CMMotionRemoverProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
codegen.cpp,111,27,23,51,26,21,22,9,0.53,5,3,3,3,1,14,10,1,2,0
codegen.h,337,157,64,102,27,57,24,45,1.54,20,1,1,1,1,3,3,0,0,0
CompiledExpression.cpp,400,38,22,110,79,25,83,27,0.35,11,3,3,3,1,12,10,1,1,0
CompiledExpression.h,113,57,8,31,0,28,0,27,1.84,0,0,0,0,0,0,0,0,0,0
CompiledExpressionSet.cpp,60,22,7,30,17,10,23,13,0.73,5,2,2,2,1,5,5,0,0,0
CompiledExpressionSet.h,75,50,6,14,0,11,0,10,3.57,0,0,0,0,0,0,0,0,0,0
compiler.cpp,621,54,139,416,300,98,248,81,0.13,36,2,2,3,1,14,11,0,2,0
compiler.h,3145,1249,576,1282,443,826,414,691,0.97,325,1,1,1,1,3,2,0,0,0
CompoundIntegrator.cpp,130,30,20,73,33,25,41,27,0.41,18,2,2,2,1,4,4,0,0,0
CompoundIntegrator.h,197,159,7,27,0,23,0,22,5.89,0,0,0,0,0,0,0,0,0,0
CompoundIntegratorProxy.cpp,57,30,5,20,12,7,14,9,1.5,3,2,2,2,1,6,6,0,0,0
CompoundIntegratorProxy.h,17,1,5,8,0,6,0,5,0.12,0,0,0,0,0,0,0,0,0,0
config.h,53,41,10,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
constpool.cpp,523,56,80,225,162,54,139,51,0.25,14,4,4,4,2,21,16,1,4,0
constpool.h,303,117,63,118,41,63,36,49,0.99,12,2,2,2,1,7,6,0,1,0
containers.cpp,116,24,28,60,48,13,38,12,0.4,3,6,6,6,4,25,19,1,5,0
containers.h,350,117,79,149,72,68,67,66,0.79,31,1,1,1,1,4,4,0,0,0
context.cpp,561,64,124,366,291,85,276,80,0.17,12,8,7,8,5,40,30,2,8,0
Context.cpp,265,35,38,185,104,59,97,61,0.19,28,2,2,2,1,7,7,0,0,0
Context.h,276,217,8,41,2,38,0,37,5.29,0,0,0,0,0,0,0,0,0,0
context_p.h,307,141,72,87,32,67,20,67,1.62,14,1,1,1,1,3,3,0,0,0
ContextImpl.cpp,480,46,63,353,235,106,225,106,0.13,34,3,3,3,1,12,10,0,1,0
ContextImpl.h,281,197,8,69,6,56,5,55,2.86,5,1,1,1,1,3,3,0,0,0
CpuBondForce.cpp,217,48,35,133,81,49,77,47,0.36,8,4,4,5,2,21,15,2,3,0
CpuBondForce.h,77,44,6,20,0,17,0,14,2.2,0,0,0,0,0,0,0,0,0,0
CpuCustomGBForce.cpp,689,55,76,552,393,201,422,167,0.1,17,8,8,8,2,37,32,2,3,0
CpuCustomGBForce.h,276,136,35,95,0,90,0,61,1.43,0,0,0,0,0,0,0,0,0,0
CpuCustomManyParticleForce.cpp,535,49,66,410,304,154,272,147,0.12,19,5,5,5,1,25,21,1,2,0
CpuCustomManyParticleForce.h,225,88,25,98,0,85,0,81,0.9,0,0,0,0,0,0,0,0,0,0
CpuCustomNonbondedForce.cpp,305,36,35,230,156,80,148,74,0.16,13,4,4,5,2,20,17,1,1,0
CpuCustomNonbondedForce.h,194,100,26,58,0,53,0,47,1.72,0,0,0,0,0,0,0,0,0,0
CpuGayBerneForce.cpp,457,55,52,340,276,129,185,130,0.16,9,6,6,7,3,44,37,3,5,0
CpuGayBerneForce.h,161,52,21,80,23,49,19,47,0.65,5,1,1,1,1,7,7,0,0,0
CpuGBSAOBCForce.cpp,430,34,30,363,265,173,185,175,0.09,14,4,4,4,2,27,25,1,1,0
CpuGBSAOBCForce.h,138,73,21,37,0,34,0,33,1.97,0,0,0,0,0,0,0,0,0,0
cpuinfo.cpp,79,18,13,14,3,5,3,7,1.29,3,1,1,1,1,9,3,0,0,0
cpuinfo.h,147,66,34,43,13,34,12,27,1.53,10,1,1,1,1,2,2,0,0,0
CpuKernelFactory.cpp,65,30,3,27,24,2,24,3,1.11,1,12,12,12,12,26,26,0,0,0
CpuKernelFactory.h,50,35,7,6,0,4,0,3,5.83,0,0,0,0,0,0,0,0,0,0
CpuKernels.cpp,1302,82,142,1056,732,361,697,360,0.08,63,4,4,5,1,18,16,1,1,0
CpuKernels.h,526,302,17,194,0,153,0,144,1.56,8,1,1,1,1,3,3,0,0,0
CpuLangevinDynamics.cpp,165,29,27,107,52,47,41,45,0.27,14,2,2,2,1,8,7,0,1,0
CpuLangevinDynamics.h,113,67,12,29,0,26,0,22,2.31,0,0,0,0,0,0,0,0,0,0
CpuNeighborList.cpp,609,71,59,474,337,169,268,165,0.15,19,5,5,6,1,27,24,1,2,0
CpuNeighborList.h,84,36,6,33,0,30,0,29,1.09,0,0,0,0,0,0,0,0,0,0
CpuNonbondedForce.cpp,504,88,71,336,245,118,199,117,0.26,16,5,5,5,1,24,21,1,3,0
CpuNonbondedForce.h,251,148,39,55,2,52,0,48,2.69,0,0,0,0,0,0,0,0,0,0
CpuNonbondedForceVec4.cpp,422,53,49,319,243,120,170,119,0.17,9,7,7,8,1,41,35,3,4,0
CpuNonbondedForceVec4.h,102,65,18,17,0,14,0,10,3.82,0,0,0,0,0,0,0,0,0,0
CpuNonbondedForceVec8.cpp,467,22,6,8,2,2,4,4,2.75,2,1,1,1,1,3,3,0,0,0
CpuNonbondedForceVec8.h,103,24,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
CpuPlatform.cpp,178,31,18,112,75,34,63,35,0.28,13,2,2,2,1,8,8,0,0,0
CpuPlatform.h,100,42,8,41,4,32,2,31,1.02,2,1,1,1,1,4,4,0,0,0
CpuPmeKernelFactory.cpp,59,25,5,18,8,6,9,10,1.39,4,2,2,2,1,4,4,0,0,0
CpuPmeKernelFactory.h,50,35,7,6,0,4,0,3,5.83,0,0,0,0,0,0,0,0,0,0
CpuPmeKernels.cpp,616,57,57,499,378,205,313,207,0.11,17,6,6,6,1,32,29,2,2,0
CpuPmeKernels.h,139,79,7,43,0,39,0,37,1.84,1,1,1,1,1,3,3,0,0,0
CpuRandom.cpp,89,28,11,47,31,10,32,12,0.6,5,2,2,3,1,11,9,1,1,0
CpuRandom.h,61,35,6,16,0,13,0,12,2.19,0,0,0,0,0,0,0,0,0,0
CpuSETTLE.cpp,119,30,8,79,30,42,29,40,0.38,8,2,2,2,1,7,7,0,0,0
CpuSETTLE.h,79,51,8,14,0,11,0,10,3.64,0,0,0,0,0,0,0,0,0,0
CpuTests.h,46,31,3,7,3,2,3,1,4.43,1,2,2,2,1,6,6,0,0,0
cputicks.cpp,131,22,11,5,1,3,1,2,4.4,1,1,1,1,1,14,3,2,0,0
cputicks.h,40,20,11,5,0,4,0,3,4.0,0,0,0,0,0,0,0,0,0,0
CudaArray.cpp,91,25,7,54,34,11,30,11,0.46,5,3,3,3,1,11,11,0,0,0
CudaArray.h,146,84,8,47,15,24,13,20,1.79,7,1,1,2,1,4,4,0,0,0
CudaBondedUtilities.cpp,204,28,16,154,119,51,126,53,0.18,9,5,5,5,1,18,17,0,1,0
CudaBondedUtilities.h,149,107,7,29,0,26,0,25,3.69,0,0,0,0,0,0,0,0,0,0
CudaCompilerKernelFactory.cpp,72,27,6,24,11,7,8,11,1.12,4,2,2,2,1,7,6,1,0,0
CudaCompilerKernelFactory.h,50,35,7,6,0,4,0,3,5.83,0,0,0,0,0,0,0,0,0,0
CudaCompilerKernels.cpp,98,32,8,48,29,15,38,17,0.67,2,8,4,8,1,26,23,1,2,0
CudaCompilerKernels.h,61,43,6,8,0,5,0,4,5.38,1,1,1,1,1,2,2,0,0,0
CudaContext.cpp,1485,83,119,1216,916,326,886,306,0.07,44,7,6,8,1,31,27,1,2,0
CudaContext.h,760,388,17,338,74,197,66,194,1.15,59,1,1,1,1,3,3,0,0,0
CudaDrudeKernelFactory.cpp,72,26,7,33,20,7,14,11,0.79,4,2,2,2,1,8,8,0,0,0
CudaDrudeKernelFactory.h,50,35,7,6,0,4,0,3,5.83,0,0,0,0,0,0,0,0,0,0
CudaDrudeKernels.cpp,567,56,67,435,308,173,226,169,0.13,19,4,4,4,1,26,22,1,3,0
CudaDrudeKernels.h,162,99,8,50,0,38,0,34,1.98,3,1,1,1,1,3,3,0,0,0
CudaExpressionUtilities.cpp,779,44,31,704,550,161,554,159,0.06,11,16,12,18,6,67,64,2,2,0
CudaExpressionUtilities.h,132,68,7,47,6,32,4,22,1.45,5,1,1,1,1,3,3,0,0,0
CudaFFT3D.cpp,351,36,21,287,249,42,216,43,0.13,5,10,10,12,1,62,57,2,3,0
CudaFFT3D.h,101,75,7,17,2,14,0,13,4.41,0,0,0,0,0,0,0,0,0,0
CudaForceInfo.cpp,46,25,6,14,4,4,6,6,1.79,4,1,1,1,1,3,3,0,0,0
CudaForceInfo.h,64,43,7,11,0,8,0,7,3.91,1,1,1,1,1,2,2,0,0,0
CudaIntegrationUtilities.cpp,880,61,71,730,533,224,486,202,0.08,20,9,9,10,1,40,36,2,3,0
CudaIntegrationUtilities.h,172,88,7,72,3,63,3,62,1.22,3,1,1,1,1,3,3,0,0,0
CudaKernelFactory.cpp,134,26,4,98,94,3,93,4,0.27,1,47,47,47,47,99,97,1,1,0
CudaKernelFactory.h,45,30,7,6,0,4,0,3,5.0,0,0,0,0,0,0,0,0,0,0
CudaKernels.cpp,7811,271,582,6935,5199,2179,4784,2144,0.04,244,6,6,7,1,30,28,1,2,0
CudaKernels.h,1605,819,42,731,11,597,9,564,1.12,43,1,1,1,1,3,3,0,0,0
CudaNonbondedUtilities.cpp,750,50,50,638,506,140,498,138,0.08,26,6,6,7,1,26,24,1,1,0
CudaNonbondedUtilities.h,373,198,12,156,30,94,28,92,1.27,24,1,1,1,1,3,3,0,0,0
CudaParallelKernels.cpp,793,36,86,651,265,331,301,287,0.06,89,2,2,2,1,6,6,0,0,0
CudaParallelKernels.h,602,369,19,210,14,140,14,139,1.76,14,1,1,1,1,3,3,0,0,0
CudaParameterSet.cpp,198,28,9,151,104,40,133,46,0.19,5,10,10,11,1,28,28,0,0,0
CudaParameterSet.h,108,70,8,27,5,18,3,15,2.59,3,1,1,1,1,3,3,0,0,0
CudaPlatform.cpp,294,27,18,208,164,61,140,52,0.13,12,4,4,4,1,19,17,0,0,0
CudaPlatform.h,150,60,9,76,22,50,11,47,0.79,11,1,1,1,1,4,4,0,0,0
CudaRpmdKernelFactory.cpp,66,26,7,27,14,7,8,11,0.96,4,2,2,2,1,7,7,0,0,0
CudaRpmdKernelFactory.h,50,35,7,6,0,4,0,3,5.83,0,0,0,0,0,0,0,0,0,0
CudaRpmdKernels.cpp,545,57,56,424,356,99,313,95,0.13,10,8,8,9,1,49,42,2,4,0
CudaRpmdKernels.h,106,65,6,30,0,26,0,24,2.17,1,1,1,1,1,3,3,0,0,0
CudaSort.cpp,141,34,20,84,68,20,58,19,0.4,3,6,6,6,1,35,27,3,5,0
CudaSort.h,144,98,9,33,0,27,0,26,2.97,1,1,1,1,1,2,2,0,0,0
CudaTests.h,43,31,3,5,2,2,2,1,6.2,1,2,2,2,1,4,4,0,0,0
CustomAngleForce.cpp,147,30,22,86,41,21,55,25,0.35,20,2,2,2,1,4,4,0,0,0
CustomAngleForce.h,302,212,10,75,6,51,4,49,2.83,10,1,1,1,1,3,3,0,0,0
CustomAngleForceImpl.cpp,112,31,10,66,32,19,39,26,0.47,7,2,2,2,1,9,8,0,0,0
CustomAngleForceImpl.h,70,36,7,20,1,14,1,13,1.8,2,1,1,1,1,3,3,1,0,0
CustomAngleForceProxy.cpp,123,30,5,83,57,35,50,37,0.36,3,6,6,6,1,27,27,0,0,0
CustomAngleForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomBondForce.cpp,145,30,22,84,39,21,53,25,0.36,20,2,2,2,1,4,4,0,0,0
CustomBondForce.h,299,209,10,75,6,51,4,49,2.79,10,1,1,1,1,3,3,0,0,0
