File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_buggy
package/doc/sphinx/source/conf.py,359cae0,1.0,1.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,276.0,72.0,39.0,1.0,38.0,165.0,1.0,0.0,27.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.23,1.0,1.0,1.0,1.0,1.0
package/doc/sphinx/source/conf.py,9d515b3,2.0,2.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,286.0,74.0,44.0,1.0,43.0,168.0,2.0,0.0,30.0,1.0,29.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.82,2.0,2.0,2.0,1.0,0.0
package/MDAnalysis/analysis/gnm.py,e4ddfea,3.0,3.0,3.0,1.0,17.0,1.0,14.0,3.0,2.0,12.0,11.0,236.0,25.0,161.0,19.0,142.0,55.0,1.0,0.0,158.0,19.0,139.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,5.0,7.0,0.34,45.0,45.0,45.0,19.0,1.0
package/MDAnalysis/analysis/hbonds.py,e4ddfea,4.0,4.0,4.0,1.0,22.0,2.0,15.0,7.0,1.0,12.0,11.0,498.0,96.0,179.0,24.0,155.0,227.0,1.0,0.0,170.0,22.0,148.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,3.0,6.0,1.27,48.0,48.0,48.0,16.0,1.0
package/MDAnalysis/analysis/helanal.py,e4ddfea,4.0,4.0,4.0,1.0,27.0,3.0,19.0,6.0,0.0,20.0,19.0,701.0,110.0,384.0,30.0,354.0,211.0,4.0,1.0,358.0,26.0,332.0,3.0,3.0,3.0,1.0,37.0,37.0,37.0,6.0,4.0,0.55,90.0,90.0,90.0,30.0,1.0
package/MDAnalysis/coordinates/DCD.py,e4ddfea,2.0,2.0,2.0,1.0,16.0,1.0,8.0,8.0,2.0,18.0,17.0,370.0,32.0,157.0,30.0,127.0,191.0,1.0,0.0,151.0,29.0,122.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,2.0,1.22,41.0,41.0,41.0,32.0,1.0
package/MDAnalysis/coordinates/GRO.py,e4ddfea,2.0,2.0,2.0,1.0,16.0,1.0,9.0,6.0,3.0,10.0,10.0,239.0,35.0,120.0,23.0,97.0,105.0,0.0,0.0,98.0,22.0,76.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,3.0,0.88,23.0,23.0,23.0,10.0,1.0
package/MDAnalysis/coordinates/PDB.py,e4ddfea,2.0,2.0,2.0,1.0,12.0,1.0,8.0,3.0,5.0,49.0,48.0,819.0,120.0,437.0,68.0,369.0,289.0,2.0,0.0,397.0,65.0,332.0,2.0,2.0,2.0,1.0,14.0,14.0,14.0,10.0,4.0,0.66,117.0,117.0,117.0,82.0,1.0
package/MDAnalysis/coordinates/base.py,e4ddfea,1.0,1.0,1.0,1.0,7.0,0.0,4.0,2.0,5.0,63.0,63.0,646.0,114.0,295.0,92.0,203.0,251.0,0.0,0.0,275.0,77.0,198.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,5.0,3.0,0.85,99.0,99.0,99.0,81.0,1.0
package/MDAnalysis/coordinates/xdrfile/core.py,e4ddfea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
