File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
python/AtomGroup.py,fd540ca,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,49.0,49.0,318.0,26.0,219.0,63.0,156.0,74.0,0.0,0.0,220.0,63.0,157.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.34,82.0,82.0,82.0,58.0,0.0
python/Timeseries.py,c88e3fe,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,8.0,21.0,21.0,93.0,8.0,84.0,29.0,55.0,1.0,0.0,0.0,87.0,29.0,58.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.01,31.0,31.0,31.0,21.0,1.0
python/Timeseries.py,b3f6a4e,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,8.0,22.0,22.0,89.0,8.0,80.0,30.0,50.0,2.0,0.0,0.0,81.0,30.0,51.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,0.03,32.0,32.0,32.0,24.0,0.0
python/AtomGroup.py,b3f6a4e,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,49.0,49.0,318.0,26.0,218.0,63.0,155.0,75.0,0.0,0.0,219.0,63.0,156.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.34,82.0,82.0,82.0,58.0,1.0
python/AtomGroup.py,c421884,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,50.0,50.0,320.0,25.0,219.0,63.0,156.0,77.0,0.0,0.0,220.0,63.0,157.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.35,83.0,83.0,83.0,59.0,0.0
setup.py,5f7dffa,3.0,3.0,3.0,1.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,5.0,61.0,4.0,57.0,10.0,3.0,0.0,18.0,4.0,14.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,0.16,3.0,3.0,3.0,1.0,1.0
python/PSFParser.py,14cf0e5,2.0,2.0,2.0,1.0,16.0,0.0,12.0,3.0,2.0,9.0,9.0,139.0,12.0,106.0,16.0,90.0,22.0,0.0,0.0,102.0,16.0,86.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.21,25.0,25.0,25.0,13.0,1.0
python/PSFParser.py,0b6c4cb,2.0,2.0,2.0,1.0,16.0,0.0,12.0,3.0,2.0,9.0,9.0,141.0,12.0,107.0,16.0,91.0,23.0,0.0,0.0,103.0,16.0,87.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.21,25.0,25.0,25.0,13.0,0.0
python/PSFParser.py,e76542d,2.0,2.0,2.0,1.0,16.0,0.0,12.0,3.0,2.0,9.0,9.0,141.0,12.0,107.0,16.0,91.0,23.0,0.0,0.0,103.0,16.0,87.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.21,25.0,25.0,25.0,13.0,1.0
python/AtomGroup.py,0bd1bdf,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,61.0,61.0,369.0,34.0,256.0,76.0,182.0,80.0,0.0,0.0,268.0,76.0,192.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.31,97.0,97.0,97.0,70.0,0.0
python/DCD.py,0bd1bdf,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,3.0,30.0,29.0,263.0,16.0,207.0,38.0,169.0,43.0,1.0,0.0,204.0,38.0,166.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,5.0,2.0,0.21,71.0,71.0,71.0,53.0,0.0
python/PSFParser.py,0bd1bdf,2.0,2.0,2.0,1.0,20.0,1.0,12.0,6.0,2.0,9.0,9.0,182.0,22.0,107.0,16.0,91.0,55.0,0.0,0.0,103.0,16.0,87.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.51,25.0,25.0,25.0,13.0,0.0
python/AtomGroup.py,071b3c1,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,7.0,65.0,65.0,398.0,37.0,275.0,80.0,196.0,87.0,0.0,0.0,285.0,80.0,205.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.32,105.0,105.0,105.0,74.0,0.0
examples/potential_profile.py,9e0e37b,3.0,3.0,3.0,1.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,12.0,35.0,3.0,32.0,9.0,3.0,0.0,34.0,3.0,31.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,0.26,3.0,3.0,3.0,1.0,0.0
python/Timeseries.py,9e0e37b,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,9.0,35.0,35.0,205.0,14.0,143.0,45.0,99.0,48.0,0.0,0.0,146.0,45.0,101.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,2.0,0.34,60.0,60.0,60.0,44.0,0.0
python/Selection.py,cb29d56,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,24.0,67.0,66.0,501.0,43.0,404.0,99.0,305.0,59.0,1.0,0.0,381.0,99.0,282.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,14.0,3.0,0.15,114.0,114.0,114.0,82.0,1.0
python/Selection.py,5d61666,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,24.0,67.0,66.0,501.0,43.0,404.0,99.0,305.0,59.0,1.0,0.0,381.0,99.0,282.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,14.0,3.0,0.15,114.0,114.0,114.0,82.0,0.0
python/AtomGroup.py,b53c031,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,7.0,70.0,70.0,489.0,47.0,303.0,86.0,218.0,141.0,0.0,0.0,313.0,86.0,227.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.47,115.0,115.0,115.0,79.0,1.0
python/AtomGroup.py,2fb5875,1.0,1.0,1.0,1.0,6.0,0.0,4.0,1.0,7.0,70.0,70.0,499.0,47.0,312.0,88.0,225.0,143.0,0.0,0.0,322.0,88.0,234.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,4.0,3.0,0.46,116.0,116.0,116.0,79.0,0.0
python/PSFParser.py,57a2bbb,2.0,2.0,2.0,1.0,20.0,1.0,12.0,6.0,2.0,9.0,9.0,183.0,22.0,107.0,16.0,91.0,56.0,0.0,0.0,103.0,16.0,87.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.52,25.0,25.0,25.0,13.0,1.0
setup.py,8cbdc55,5.0,5.0,5.0,1.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,6.0,74.0,5.0,69.0,7.0,9.0,1.0,25.0,5.0,20.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,2.0,0.09,5.0,5.0,5.0,1.0,1.0
python/KDTree/KDTree.py,4cfbf64,2.0,2.0,2.0,1.0,13.0,1.0,7.0,5.0,1.0,17.0,16.0,317.0,62.0,128.0,19.0,109.0,134.0,2.0,0.0,123.0,19.0,104.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,2.0,1.05,35.0,35.0,35.0,21.0,1.0
python/coordinates/PDB.py,4643eb6,1.0,1.0,1.0,1.0,8.0,0.0,6.0,2.0,6.0,18.0,17.0,227.0,30.0,130.0,31.0,99.0,77.0,2.0,0.0,120.0,29.0,91.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,0.59,32.0,32.0,32.0,22.0,1.0
MDAnalysis/coordinates/PDB.py,d06aa63,1.0,1.0,1.0,1.0,9.0,0.0,6.0,2.0,6.0,18.0,17.0,251.0,33.0,136.0,31.0,105.0,92.0,2.0,0.0,126.0,29.0,97.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,5.0,3.0,0.68,34.0,34.0,34.0,26.0,0.0
