File,index,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
Analysis.py,0,2.0,2.0,2.0,1.0,4.0,0.0,4.0,0.0,1.0,4.0,4.0,25.0,2.0,20.0,6.0,14.0,3.0,0.0,0.0,19.0,6.0,13.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,2.0,0.15,8.0,8.0,8.0,6.0,0,0.0,0
AtomGroup.py,1,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,47.0,47.0,308.0,26.0,210.0,60.0,150.0,73.0,0.0,0.0,212.0,60.0,152.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.35,80.0,80.0,80.0,58.0,153,133.0,146
DCD.py,2,2.0,2.0,2.0,1.0,7.0,0.0,6.0,0.0,3.0,30.0,29.0,252.0,16.0,198.0,38.0,160.0,40.0,1.0,0.0,194.0,38.0,156.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,5.0,2.0,0.2,66.0,66.0,66.0,50.0,97,79.0,94
PSFParser.py,3,2.0,2.0,2.0,1.0,12.0,0.0,10.0,1.0,2.0,11.0,11.0,133.0,14.0,105.0,18.0,87.0,14.0,0.0,0.0,100.0,18.0,82.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,0.13,25.0,25.0,25.0,13.0,61,47.0,56
Selection.py,4,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,24.0,68.0,67.0,501.0,43.0,408.0,98.0,310.0,56.0,1.0,0.0,403.0,98.0,305.0,1.0,1.0,1.0,1.0,19.0,19.0,19.0,13.0,3.0,0.14,123.0,123.0,123.0,87.0,51,40.0,50
Timeseries.py,5,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,6.0,14.0,14.0,68.0,6.0,61.0,20.0,41.0,1.0,0.0,0.0,63.0,20.0,43.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.02,22.0,22.0,22.0,14.0,45,39.0,42
Transformation.py,6,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,6.0,6.0,26.0,5.0,21.0,10.0,11.0,0.0,0.0,0.0,21.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,8,7.0,8
setup.py,8,3.0,3.0,3.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,5.0,56.0,4.0,52.0,13.0,3.0,0.0,18.0,4.0,14.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,0.23,3.0,3.0,3.0,1.0,215,183.0,197
__future__.py,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
_collections_abc.py,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
