hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy
dea5d065c62ba56b58e3a7d4a805083badf11375,2017-04-11 12:02:28,1,1,2,0.8112781244591328,24,0,611.5,7,431.9592708333333,155,21476.5,1.0017362748079306,19511,0,0,0,0
4d65a8376e81aa6d99542dda4735357ae66c1fc0,2017-04-11 16:12:01,1,1,2,0.7660300030648953,439,0,0.0,1,0.0,0,21478.5,0.0,19513,0,1,0,0
df323da8d82d5e235360613df78388352c7be2c6,2017-04-12 08:29:31,1,1,3,1.4591479170272448,5,1,-1.3333333333333333,7,71.81611882716051,1245,21481.0,1.0065230442687574,19516,0,0,0,0
35705f9f28847edc556672fc9f268f5ce8ee5626,2017-04-12 10:30:23,1,1,3,0.4892951299900094,206,39,171.66666666666666,4,100.17021219135802,63,21484.0,1.6566280237215822,19519,0,1,0,1
452629942f7037fa51fdcb3678bbd7c7f3cbfc0f,2017-04-12 11:07:41,1,1,2,0.6051865766334206,17,10,302.0,4,0.02590277777777777,4,21486.5,29.954423592493296,19521,0,0,0,0
78f12eb0bf866bc50a84efaea469331bc26f3a00,2017-04-12 11:55:15,1,1,2,0.4089354418066552,412,3,305.5,4,0.033032407407407406,6,21488.5,23.70497547302033,19523,0,1,0,1
023e553c1ba32d82c70f46b2a9b611459490333c,2017-04-12 12:39:20,1,1,2,0.6500224216483541,17,13,510.0,4,0.030613425925925926,8,21490.5,25.49905482041588,19525,0,0,0,0
3005b652e2e997e26be80e970923c57a61e421b7,2017-04-12 12:51:43,1,1,1,0.0,2,2,876.0,4,0.008599537037037037,5,21492.0,117.28532974427992,19526,0,0,0,0
2a613e99f6c3ea6bb53edf7a85a846300f975b5e,2017-04-13 08:10:23,1,1,2,0.2543312051581645,179,32,512.0,4,0.8089293981481481,11,21493.5,1.9304543693225893,19528,0,1,0,0
f91a99365936750dff5fb21b47b88ed94cbd7bf7,2017-04-13 08:16:51,1,1,2,0.7219280948873623,10,10,585.5,4,0.0044907407407407405,13,21495.5,168.01030927835052,19530,0,0,0,0
f12ebf29521289b9c85d563b49f861eb7b5dfac6,2017-04-13 08:35:38,1,1,2,0.22228483068568802,32,24,585.5,4,0.01304398148148148,15,21497.5,58.49778172138421,19532,0,0,0,0
902943e4199042501bddcc720aef4cbc7640b323,2017-04-13 08:54:20,1,1,1,0.0,13,7,1028.0,4,0.012986111111111113,9,21499.0,78.00534759358288,19533,0,0,0,0
2248a30821f91d372d53868cd3cb1afaa13a7dee,2017-04-13 09:06:53,1,1,2,0.6665783579949205,19,4,592.5,4,0.015208333333333334,18,21500.5,74.80887409267041,19535,0,1,0,0
86e1b0f6aaffbd01c59c20519d28033537b91c15,2017-04-13 09:33:21,1,1,2,0.7679401376244881,81,26,600.0,4,0.01837962962962963,20,21502.5,41.806045340050375,19537,0,1,0,1
3932a7a3a17b94553d84d6914ee4e7897650305c,2017-04-13 09:44:56,1,1,1,0.0,5,3,1082.0,4,0.008043981481481482,12,21504.0,125.31654676258991,19538,1,0,0,0
cde9c408719c436d82a90a0252fa2c72f50dc9ec,2017-04-13 09:51:58,1,1,1,0.0,3,4,173.0,4,0.01292824074074074,10,21505.0,78.35004476275739,19539,0,0,0,0
34c36b27d206562cf8c97bed95ad237cf6c04fae,2017-04-13 10:04:24,1,1,1,0.0,26,17,1084.0,4,0.013518518518518518,13,21506.0,74.97260273972603,19540,0,1,0,0
256bb2f7442277c6d81dd54d369a3f8d2938fefe,2017-04-13 11:36:36,1,1,2,0.5813214987637028,107,1,632.5,4,0.06834490740740741,25,21507.5,12.467027648542269,19542,1,0,0,0
75cf54688865d8f0418e6a8e4dc1c4cbf1a84554,2017-04-13 12:59:29,1,1,4,1.7841591278514215,11,1,404.25,7,210.4804832175926,491,21510.5,1.0068713321792486,19546,0,1,0,1
b5250ceb3bbda41849034266b2aec582d8518ba5,2017-04-13 13:00:27,1,1,1,0.0,21,14,1184.0,4,0.058229166666666665,15,21513.0,18.173524150268328,19547,0,1,0,0
88d886c1f19ceb780234ebc4edc319d50178d12e,2017-04-13 13:44:23,1,1,1,0.0,75,10,1191.0,4,0.030509259259259264,16,21514.0,33.776934749620644,19548,0,0,0,0
