File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,fastread_buggy
src/57_iovars/inqpt.F90,e37aaeb,22.0,22.0,1.0,231.0,37.0,168.0,28.0,1.0,0.0,1.0,1.0,285.0,40.0,170.0,59.0,110.0,79.0,117.0,30.0,87.0,22.0,22.0,1.0,4.0,0.46,22.0,22.0,1.0,1.0
src/77_ddb/m_ifc.F90,e37aaeb,13.0,13.0,3.0,131.0,20.0,85.0,27.0,20.0,1.0,1.0,19.0,3508.0,528.0,1805.0,562.0,1181.0,1237.0,1618.0,394.0,1224.0,54.0,54.0,8.0,6.0,0.69,276.0,275.0,62.0,1.0
src/70_gw/setup_sigma.F90,e37aaeb,132.0,131.0,5.0,1184.0,150.0,778.0,297.0,2.0,0.0,1.0,1.0,2458.0,303.0,1559.0,391.0,1143.0,681.0,1302.0,156.0,1146.0,265.0,262.0,10.0,8.0,0.44,265.0,262.0,10.0,1.0
src/95_drive/sigma.F90,e37aaeb,132.0,131.0,5.0,1184.0,150.0,778.0,297.0,2.0,0.0,1.0,1.0,2458.0,303.0,1559.0,391.0,1143.0,681.0,1302.0,156.0,1146.0,265.0,262.0,10.0,8.0,0.44,265.0,262.0,10.0,1.0
src/80_tdep/m_tdep_sym.F90,e37aaeb,13.0,13.0,2.0,111.0,13.0,75.0,24.0,5.0,1.0,1.0,5.0,611.0,82.0,408.0,121.0,301.0,132.0,405.0,97.0,308.0,39.0,39.0,3.0,4.0,0.32,68.0,68.0,11.0,1.0
src/94_scfcv/scfcv.F90,e37aaeb,133.0,133.0,6.0,998.0,108.0,739.0,168.0,2.0,0.0,1.0,1.0,2157.0,220.0,1481.0,327.0,1123.0,493.0,1216.0,175.0,1041.0,266.0,266.0,12.0,5.0,0.33,266.0,266.0,12.0,1.0
src/70_gw/calc_sigx_me.F90,e37aaeb,49.0,49.0,5.0,354.0,44.0,254.0,65.0,2.0,0.0,1.0,1.0,811.0,91.0,510.0,172.0,337.0,230.0,444.0,90.0,354.0,99.0,98.0,10.0,8.0,0.45,99.0,98.0,10.0,1.0
src/77_ddb/thmeig.F90,e37aaeb,28.0,28.0,6.0,438.0,75.0,283.0,100.0,3.0,0.0,1.0,3.0,1199.0,205.0,751.0,230.0,520.0,287.0,598.0,111.0,487.0,71.0,71.0,18.0,3.0,0.38,86.0,86.0,20.0,1.0
src/70_gw/calc_vhxc_me.F90,e37aaeb,26.0,26.0,5.0,179.0,29.0,127.0,30.0,4.0,0.0,1.0,1.0,802.0,121.0,510.0,132.0,378.0,204.0,463.0,77.0,386.0,104.0,104.0,20.0,12.0,0.4,104.0,104.0,20.0,1.0
src/70_gw/setup_sigma.F90,e37aaeb,19.0,19.0,2.0,173.0,22.0,118.0,35.0,7.0,0.0,3.0,3.0,1326.0,170.0,833.0,216.0,605.0,354.0,697.0,109.0,588.0,102.0,102.0,14.0,7.0,0.42,136.0,135.0,16.0,1.0
src/45_geomoptim/m_use_ga.F90,918f1b6,7.0,7.0,1.0,64.0,11.0,41.0,11.0,11.0,1.0,1.0,11.0,819.0,159.0,473.0,162.0,310.0,193.0,439.0,116.0,323.0,54.0,51.0,4.0,6.0,0.41,82.0,79.0,16.0,0.0
src/77_ddb/m_phonons.F90,918f1b6,10.0,10.0,2.0,123.0,21.0,78.0,28.0,21.0,1.0,1.0,21.0,3305.0,536.0,1703.0,534.0,1105.0,1176.0,1428.0,345.0,1083.0,53.0,52.0,6.0,10.0,0.69,228.0,222.0,53.0,0.0
src/57_iovars/ingeo.F90,918f1b6,75.0,73.0,4.0,498.0,74.0,343.0,85.0,2.0,0.0,1.0,1.0,1099.0,152.0,689.0,110.0,578.0,271.0,584.0,51.0,533.0,150.0,146.0,8.0,7.0,0.39,150.0,146.0,8.0,0.0
src/67_common/m_vcoul.F90,918f1b6,8.0,7.0,2.0,80.0,13.0,49.0,20.0,29.0,1.0,1.0,27.0,2667.0,439.0,1384.0,395.0,988.0,905.0,1302.0,291.0,1011.0,102.0,93.0,26.0,8.0,0.65,251.0,230.0,70.0,0.0
src/41_geometry/m_ab7_symmetry.F90,918f1b6,5.0,5.0,1.0,36.0,7.0,23.0,6.0,31.0,1.0,1.0,31.0,1285.0,289.0,779.0,301.0,477.0,219.0,790.0,270.0,520.0,21.0,21.0,5.0,3.0,0.28,166.0,166.0,49.0,0.0
src/78_effpot/m_effective_potential_file.F90,918f1b6,20.0,20.0,4.0,187.0,22.0,139.0,28.0,18.0,1.0,1.0,17.0,4125.0,482.0,2687.0,504.0,1924.0,997.0,2079.0,311.0,1768.0,110.0,110.0,28.0,12.0,0.37,362.0,362.0,81.0,0.0
src/57_iovars/chkinp.F90,918f1b6,238.0,238.0,5.0,1688.0,151.0,1267.0,299.0,2.0,0.0,1.0,1.0,3425.0,305.0,2537.0,200.0,2310.0,644.0,2124.0,41.0,2083.0,477.0,477.0,11.0,7.0,0.25,477.0,477.0,11.0,0.0
src/71_bse/setup_bse.F90,918f1b6,43.0,38.0,2.0,477.0,74.0,314.0,100.0,2.0,0.0,1.0,1.0,1023.0,152.0,631.0,150.0,480.0,266.0,550.0,81.0,469.0,86.0,76.0,4.0,5.0,0.42,86.0,76.0,4.0,0.0
src/78_eph/m_phgamma.F90,918f1b6,12.0,12.0,1.0,116.0,19.0,74.0,27.0,31.0,1.0,1.0,27.0,4709.0,747.0,2367.0,836.0,1481.0,1731.0,2088.0,539.0,1549.0,63.0,63.0,13.0,8.0,0.73,380.0,374.0,61.0,0.0
src/79_seqpar_mpi/vtorho.F90,918f1b6,24.0,24.0,2.0,247.0,31.0,157.0,61.0,10.0,0.0,1.0,7.0,2308.0,251.0,1397.0,318.0,1001.0,697.0,1120.0,198.0,922.0,218.0,218.0,15.0,4.0,0.5,241.0,241.0,26.0,0.0
src/68_rsprc/newrho.F90,918f1b6,40.0,40.0,0.0,233.0,18.0,198.0,19.0,2.0,0.0,1.0,1.0,595.0,40.0,398.0,95.0,300.0,163.0,349.0,60.0,289.0,81.0,81.0,1.0,6.0,0.41,81.0,81.0,1.0,0.0
src/95_drive/eph.F90,918f1b6,13.0,12.0,0.0,136.0,19.0,85.0,33.0,4.0,0.0,1.0,1.0,621.0,80.0,344.0,100.0,237.0,206.0,314.0,78.0,236.0,55.0,50.0,1.0,4.0,0.6,55.0,50.0,1.0,0.0
src/41_xc_lowlevel/m_libxc_functionals.F90,918f1b6,6.0,6.0,1.0,68.0,11.0,41.0,15.0,18.0,1.0,1.0,18.0,2110.0,293.0,1003.0,211.0,384.0,866.0,602.0,199.0,403.0,32.0,32.0,5.0,7.0,0.86,117.0,117.0,32.0,0.0
src/66_wfs/getghc.F90,918f1b6,50.0,50.0,0.0,295.0,26.0,234.0,47.0,3.0,0.0,2.0,2.0,1031.0,88.0,708.0,153.0,553.0,279.0,624.0,76.0,548.0,112.0,112.0,1.0,8.0,0.39,150.0,150.0,2.0,0.0
src/42_libpaw/m_paw_finegrid.F90,918f1b6,17.0,17.0,1.0,128.0,15.0,87.0,30.0,28.0,0.0,0.0,25.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,265.0,262.0,10.0,8.0,0.0,497.0,494.0,37.0,0.0
src/61_occeig/m_ebands.F90,918f1b6,7.0,7.0,2.0,71.0,13.0,43.0,16.0,53.0,1.0,1.0,50.0,5448.0,892.0,2408.0,833.0,1480.0,2297.0,2124.0,608.0,1516.0,26.0,26.0,14.0,6.0,0.95,389.0,374.0,129.0,0.0
src/41_geometry/symfind.F90,918f1b6,42.0,42.0,22.0,368.0,41.0,214.0,115.0,1.0,0.0,1.0,1.0,434.0,44.0,216.0,40.0,175.0,178.0,173.0,25.0,148.0,42.0,42.0,22.0,7.0,0.82,42.0,42.0,22.0,0.0
src/57_iovars/inqpt.F90,918f1b6,22.0,22.0,1.0,231.0,37.0,168.0,28.0,1.0,0.0,1.0,1.0,285.0,40.0,170.0,59.0,110.0,79.0,117.0,30.0,87.0,22.0,22.0,1.0,4.0,0.46,22.0,22.0,1.0,0.0
src/77_ddb/m_ifc.F90,918f1b6,13.0,13.0,3.0,131.0,20.0,85.0,27.0,20.0,1.0,1.0,19.0,3508.0,528.0,1805.0,562.0,1181.0,1237.0,1618.0,394.0,1224.0,54.0,54.0,8.0,6.0,0.69,276.0,275.0,62.0,0.0
src/70_gw/setup_sigma.F90,918f1b6,132.0,131.0,5.0,1186.0,150.0,779.0,297.0,2.0,0.0,1.0,1.0,2461.0,304.0,1561.0,391.0,1145.0,681.0,1303.0,156.0,1147.0,265.0,262.0,10.0,8.0,0.44,265.0,262.0,10.0,0.0
src/95_drive/sigma.F90,918f1b6,132.0,131.0,5.0,1186.0,150.0,779.0,297.0,2.0,0.0,1.0,1.0,2461.0,304.0,1561.0,391.0,1145.0,681.0,1303.0,156.0,1147.0,265.0,262.0,10.0,8.0,0.44,265.0,262.0,10.0,0.0
src/80_tdep/m_tdep_sym.F90,918f1b6,13.0,13.0,2.0,111.0,13.0,75.0,24.0,5.0,1.0,1.0,5.0,611.0,82.0,408.0,121.0,301.0,132.0,405.0,97.0,308.0,39.0,39.0,3.0,4.0,0.32,68.0,68.0,11.0,0.0
src/94_scfcv/scfcv.F90,918f1b6,133.0,133.0,6.0,992.0,108.0,735.0,166.0,2.0,0.0,1.0,1.0,2145.0,220.0,1473.0,323.0,1119.0,489.0,1213.0,174.0,1039.0,266.0,266.0,12.0,5.0,0.33,266.0,266.0,12.0,0.0
src/70_gw/calc_sigx_me.F90,918f1b6,49.0,49.0,5.0,354.0,44.0,254.0,65.0,2.0,0.0,1.0,1.0,812.0,91.0,510.0,172.0,337.0,231.0,444.0,90.0,354.0,99.0,98.0,10.0,8.0,0.45,99.0,98.0,10.0,0.0
src/77_ddb/thmeig.F90,918f1b6,28.0,28.0,6.0,438.0,75.0,283.0,100.0,3.0,0.0,1.0,3.0,1199.0,205.0,751.0,230.0,520.0,287.0,598.0,111.0,487.0,71.0,71.0,18.0,3.0,0.38,86.0,86.0,20.0,0.0
src/70_gw/calc_vhxc_me.F90,918f1b6,26.0,26.0,5.0,180.0,29.0,129.0,29.0,4.0,0.0,1.0,1.0,806.0,121.0,518.0,132.0,386.0,200.0,469.0,77.0,392.0,106.0,106.0,20.0,12.0,0.39,106.0,106.0,20.0,0.0
src/70_gw/setup_sigma.F90,918f1b6,20.0,20.0,2.0,180.0,24.0,123.0,37.0,7.0,0.0,3.0,3.0,1376.0,178.0,863.0,219.0,634.0,366.0,722.0,111.0,611.0,107.0,107.0,14.0,7.0,0.42,141.0,140.0,16.0,0.0
src/45_geomoptim/m_use_ga.F90,a117187,7.0,7.0,1.0,64.0,11.0,41.0,11.0,11.0,1.0,1.0,11.0,819.0,159.0,473.0,162.0,310.0,193.0,439.0,116.0,323.0,54.0,51.0,4.0,6.0,0.41,82.0,79.0,16.0,1.0
src/77_ddb/m_phonons.F90,a117187,10.0,10.0,2.0,123.0,21.0,78.0,28.0,21.0,1.0,1.0,21.0,3305.0,536.0,1703.0,534.0,1105.0,1178.0,1428.0,345.0,1083.0,53.0,52.0,6.0,10.0,0.69,228.0,222.0,53.0,1.0
src/57_iovars/indefo.F90,a117187,32.0,32.0,1.0,832.0,36.0,678.0,134.0,1.0,0.0,1.0,1.0,878.0,39.0,680.0,16.0,633.0,177.0,662.0,13.0,649.0,32.0,32.0,1.0,3.0,0.26,32.0,32.0,1.0,1.0
src/57_iovars/ingeo.F90,a117187,75.0,73.0,4.0,498.0,74.0,343.0,85.0,2.0,0.0,1.0,1.0,1099.0,152.0,689.0,110.0,578.0,271.0,584.0,51.0,533.0,150.0,146.0,8.0,7.0,0.39,150.0,146.0,8.0,1.0
src/78_eph/m_gkk.F90,a117187,4.0,4.0,2.0,103.0,19.0,65.0,21.0,5.0,1.0,1.0,2.0,638.0,115.0,350.0,187.0,154.0,189.0,285.0,120.0,165.0,20.0,20.0,7.0,5.0,0.54,24.0,24.0,11.0,1.0
src/41_geometry/m_ab7_symmetry.F90,a117187,5.0,5.0,1.0,36.0,7.0,23.0,6.0,31.0,1.0,1.0,31.0,1285.0,289.0,779.0,301.0,477.0,219.0,790.0,270.0,520.0,21.0,21.0,5.0,3.0,0.28,166.0,166.0,49.0,1.0
src/61_occeig/newocc.F90,a117187,20.0,20.0,3.0,181.0,23.0,125.0,36.0,2.0,0.0,1.0,1.0,421.0,50.0,253.0,48.0,204.0,129.0,198.0,27.0,171.0,40.0,40.0,7.0,5.0,0.51,40.0,40.0,7.0,1.0
src/54_abiutil/m_dtset.F90,a117187,34.0,34.0,1.0,435.0,44.0,362.0,28.0,3.0,1.0,1.0,3.0,1449.0,152.0,1103.0,110.0,988.0,199.0,993.0,33.0,960.0,68.0,68.0,1.0,7.0,0.18,104.0,104.0,3.0,1.0
src/78_effpot/m_effective_potential_file.F90,a117187,19.0,19.0,4.0,178.0,21.0,132.0,26.0,19.0,1.0,1.0,17.0,4125.0,482.0,2687.0,504.0,1924.0,997.0,2079.0,311.0,1768.0,110.0,110.0,28.0,12.0,0.37,362.0,362.0,81.0,1.0
src/72_response/m_dvdb.F90,a117187,12.0,12.0,6.0,114.0,23.0,67.0,25.0,30.0,1.0,1.0,30.0,4603.0,846.0,2119.0,784.0,1324.0,1726.0,1970.0,515.0,1455.0,43.0,43.0,24.0,7.0,0.81,372.0,370.0,181.0,1.0
src/78_eph/m_phgamma.F90,a117187,11.0,11.0,1.0,113.0,19.0,72.0,26.0,32.0,1.0,1.0,27.0,4726.0,752.0,2379.0,843.0,1486.0,1731.0,2091.0,539.0,1552.0,64.0,64.0,13.0,8.0,0.73,381.0,375.0,61.0,1.0
src/68_rsprc/newrho.F90,a117187,48.0,48.0,0.0,269.0,20.0,228.0,23.0,2.0,0.0,1.0,1.0,671.0,44.0,459.0,108.0,348.0,175.0,399.0,65.0,334.0,96.0,96.0,1.0,6.0,0.38,96.0,96.0,1.0,1.0
src/79_seqpar_mpi/vtorho.F90,a117187,24.0,24.0,2.0,247.0,31.0,158.0,61.0,10.0,0.0,1.0,7.0,2314.0,251.0,1402.0,319.0,1005.0,698.0,1124.0,199.0,925.0,218.0,218.0,15.0,4.0,0.5,241.0,241.0,26.0,1.0
src/57_iovars/invars2.F90,a117187,201.0,201.0,1.0,745.0,143.0,560.0,46.0,4.0,0.0,1.0,1.0,3050.0,576.0,2244.0,115.0,2074.0,254.0,2539.0,43.0,2496.0,804.0,804.0,5.0,7.0,0.11,804.0,804.0,5.0,1.0
src/95_drive/eph.F90,a117187,18.0,17.0,0.0,182.0,25.0,116.0,43.0,3.0,0.0,1.0,1.0,623.0,80.0,351.0,99.0,245.0,201.0,322.0,78.0,244.0,56.0,51.0,1.0,4.0,0.57,56.0,51.0,1.0,1.0
src/41_xc_lowlevel/m_libxc_functionals.F90,a117187,6.0,6.0,1.0,68.0,11.0,41.0,16.0,18.0,1.0,1.0,18.0,2110.0,293.0,1001.0,211.0,382.0,868.0,600.0,199.0,401.0,32.0,32.0,5.0,7.0,0.87,117.0,117.0,32.0,1.0
src/57_iovars/chkvars.F90,a117187,6.0,6.0,3.0,118.0,12.0,81.0,26.0,3.0,0.0,2.0,2.0,420.0,41.0,245.0,25.0,219.0,137.0,239.0,22.0,217.0,17.0,17.0,9.0,5.0,0.56,18.0,18.0,10.0,1.0
src/59_ionetcdf/m_crystal_io.F90,a117187,0.0,0.0,0.0,30.0,6.0,16.0,8.0,7.0,1.0,1.0,4.0,346.0,61.0,130.0,46.0,9.0,163.0,51.0,42.0,9.0,3.0,3.0,1.0,1.0,1.25,6.0,6.0,4.0,1.0
src/42_libpaw/m_paw_finegrid.F90,a117187,8.0,8.0,1.0,45.0,4.0,32.0,9.0,27.0,0.0,0.0,25.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,183.0,183.0,3.0,7.0,0.0,232.0,232.0,27.0,1.0
src/57_iovars/outvar_o_z.F90,a117187,60.0,60.0,0.0,714.0,147.0,497.0,94.0,2.0,0.0,1.0,1.0,1510.0,297.0,996.0,58.0,937.0,266.0,927.0,33.0,894.0,120.0,120.0,1.0,5.0,0.27,120.0,120.0,1.0,1.0
src/98_main/cut3d.F90,a117187,52.0,48.0,8.0,301.0,32.0,236.0,36.0,3.0,0.0,1.0,1.0,951.0,101.0,712.0,91.0,617.0,154.0,679.0,46.0,633.0,157.0,145.0,26.0,10.0,0.22,157.0,145.0,26.0,1.0
src/28_numeric_noabirule/m_numeric_tools.F90,a117187,4.0,3.0,1.0,41.0,8.0,21.0,11.0,88.0,1.0,1.0,91.0,5740.0,1072.0,2033.0,929.0,1103.0,2747.0,2068.0,844.0,1224.0,35.0,29.0,29.0,4.0,1.35,371.0,346.0,154.0,1.0
src/61_occeig/m_ebands.F90,a117187,7.0,7.0,2.0,73.0,13.0,45.0,17.0,51.0,1.0,1.0,50.0,5448.0,892.0,2408.0,833.0,1480.0,2297.0,2124.0,608.0,1516.0,26.0,26.0,14.0,6.0,0.95,389.0,374.0,129.0,1.0
src/98_main/abinit.F90,a117187,9.0,9.0,1.0,120.0,22.0,74.0,26.0,5.0,0.0,1.0,1.0,694.0,113.0,372.0,85.0,256.0,219.0,320.0,65.0,255.0,46.0,46.0,6.0,4.0,0.59,46.0,46.0,6.0,1.0
src/41_geometry/symfind.F90,a117187,58.0,58.0,23.0,468.0,54.0,301.0,123.0,1.0,0.0,1.0,1.0,534.0,57.0,303.0,48.0,254.0,186.0,253.0,30.0,223.0,58.0,58.0,23.0,8.0,0.61,58.0,58.0,23.0,1.0
src/32_util/m_special_funcs.F90,a117187,5.0,5.0,1.0,53.0,10.0,31.0,11.0,20.0,1.0,1.0,20.0,1659.0,287.0,673.0,280.0,392.0,726.0,622.0,220.0,402.0,25.0,25.0,19.0,3.0,1.08,107.0,107.0,38.0,1.0
src/44_abitypes_defs/defs_abitypes.F90,a117187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1829.0,228.0,1135.0,1134.0,0.0,655.0,1133.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,1.0
src/57_iovars/inqpt.F90,a117187,22.0,22.0,1.0,231.0,37.0,168.0,28.0,1.0,0.0,1.0,1.0,285.0,40.0,170.0,59.0,110.0,79.0,117.0,30.0,87.0,22.0,22.0,1.0,4.0,0.46,22.0,22.0,1.0,1.0
src/77_ddb/m_ifc.F90,a117187,14.0,14.0,3.0,138.0,21.0,90.0,28.0,19.0,1.0,1.0,19.0,3508.0,528.0,1805.0,562.0,1181.0,1237.0,1618.0,394.0,1224.0,54.0,54.0,8.0,6.0,0.69,276.0,275.0,62.0,1.0
src/80_tdep/m_tdep_sym.F90,a117187,13.0,13.0,2.0,111.0,13.0,75.0,24.0,5.0,1.0,1.0,5.0,611.0,82.0,408.0,121.0,301.0,132.0,405.0,97.0,308.0,39.0,39.0,3.0,4.0,0.32,68.0,68.0,11.0,1.0
src/57_iovars/mpi_setup.F90,a117187,74.0,74.0,6.0,432.0,54.0,322.0,63.0,2.0,0.0,1.0,1.0,915.0,112.0,646.0,97.0,523.0,174.0,573.0,43.0,530.0,148.0,148.0,12.0,8.0,0.27,148.0,148.0,12.0,1.0
src/94_scfcv/scfcv.F90,a117187,133.0,133.0,6.0,998.0,108.0,739.0,168.0,2.0,0.0,1.0,1.0,2157.0,220.0,1481.0,327.0,1123.0,493.0,1216.0,175.0,1041.0,266.0,266.0,12.0,5.0,0.33,266.0,266.0,12.0,1.0
src/78_eph/m_sigmaph.F90,a117187,11.0,11.0,2.0,134.0,22.0,79.0,36.0,12.0,1.0,1.0,11.0,2162.0,351.0,1043.0,382.0,579.0,814.0,844.0,239.0,605.0,50.0,50.0,11.0,8.0,0.78,140.0,140.0,30.0,1.0
src/28_numeric_noabirule/m_blas.F90,a117187,2.0,2.0,1.0,41.0,7.0,17.0,16.0,14.0,1.0,1.0,44.0,1471.0,192.0,554.0,403.0,82.0,737.0,486.0,400.0,86.0,4.0,4.0,1.0,1.0,1.33,32.0,32.0,14.0,1.0
src/77_ddb/thmeig.F90,a117187,28.0,28.0,6.0,438.0,75.0,283.0,100.0,3.0,0.0,1.0,3.0,1199.0,205.0,751.0,230.0,520.0,287.0,598.0,111.0,487.0,71.0,71.0,18.0,3.0,0.38,86.0,86.0,20.0,1.0
