Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
pair_lj_charmm_coul_long_kokkos.cpp,5.0,28.0,1.0,82.0,390.0,52.0,4.0,4.0,5.0,1.0,34.0,5.0,28.0,1.0,0.0,12.0,524.0,82.0,359.0,113.0,238.0,52.0,1.0,30.0,242.0,288.0,87.0,0.0,201.0,10.0,10.0,11.0,1.0,2.0,0.14,50.0,50.0,59.0,12.0,0.0
fix_print.cpp,4.0,20.0,2.0,26.0,93.0,25.0,6.0,6.0,8.0,1.0,27.0,4.0,20.0,2.0,0.0,4.0,144.0,26.0,83.0,13.0,61.0,25.0,0.0,10.0,55.0,82.0,13.0,0.0,69.0,17.0,17.0,19.0,1.0,4.0,0.3,25.0,25.0,30.0,4.0,1.0
pair_edip_omp.cpp,25.0,84.0,3.0,114.0,347.0,29.0,5.0,5.0,6.0,2.0,111.0,25.0,83.0,3.0,0.0,4.0,487.0,114.0,333.0,87.0,248.0,29.0,1.0,14.0,276.0,298.0,85.0,0.0,213.0,13.0,13.0,13.0,8.0,4.0,0.09,21.0,21.0,22.0,11.0,1.0
pair_soft_gpu.cpp,2.0,18.0,0.0,37.0,171.0,29.0,3.0,3.0,4.0,1.0,21.0,2.0,18.0,0.0,0.0,7.0,237.0,37.0,151.0,53.0,93.0,29.0,0.0,20.0,89.0,115.0,36.0,0.0,79.0,8.0,8.0,10.0,1.0,4.0,0.19,24.0,24.0,27.0,7.0,1.0
fix_lb_pc.cpp,5.0,30.0,1.0,79.0,345.0,48.0,5.0,5.0,5.0,1.0,36.0,5.0,30.0,1.0,0.0,11.0,471.0,79.0,329.0,63.0,254.0,48.0,0.0,16.0,235.0,290.0,63.0,0.0,227.0,19.0,19.0,19.0,1.0,8.0,0.15,53.0,53.0,54.0,11.0,1.0
rerun.cpp,15.0,58.0,7.0,36.0,130.0,27.0,23.0,23.0,25.0,10.0,80.0,15.0,58.0,7.0,0.0,2.0,193.0,36.0,117.0,17.0,107.0,27.0,0.0,13.0,95.0,142.0,18.0,0.0,124.0,45.0,45.0,49.0,19.0,3.0,0.23,46.0,46.0,50.0,20.0,1.0
pair_lj_class2_omp.cpp,5.0,26.0,1.0,29.0,115.0,17.0,4.0,4.0,5.0,1.0,31.0,5.0,26.0,1.0,0.0,4.0,160.0,29.0,104.0,23.0,70.0,17.0,1.0,11.0,73.0,90.0,21.0,0.0,69.0,7.0,7.0,8.0,1.0,4.0,0.16,16.0,16.0,18.0,4.0,1.0
compute_temp_cuda.cpp,3.0,21.0,0.0,31.0,144.0,40.0,5.0,5.0,6.0,1.0,24.0,3.0,21.0,0.0,0.0,6.0,215.0,31.0,129.0,32.0,95.0,40.0,0.0,15.0,96.0,130.0,32.0,0.0,98.0,13.0,13.0,13.0,1.0,4.0,0.31,32.0,32.0,33.0,6.0,1.0
bond_fene_omp.cpp,8.0,31.0,2.0,32.0,106.0,24.0,6.0,6.0,7.0,2.0,41.0,8.0,30.0,2.0,0.0,3.0,161.0,32.0,93.0,20.0,62.0,24.0,1.0,13.0,56.0,76.0,18.0,0.0,58.0,10.0,10.0,12.0,4.0,4.0,0.26,19.0,19.0,22.0,6.0,1.0
pair_lubricate_poly.cpp,32.0,113.0,20.0,109.0,367.0,85.0,18.0,18.0,20.0,1.0,163.0,32.0,113.0,20.0,0.0,3.0,555.0,109.0,344.0,56.0,288.0,85.0,0.0,23.0,264.0,320.0,57.0,0.0,263.0,28.0,28.0,34.0,3.0,5.0,0.25,54.0,54.0,60.0,5.0,1.0
improper_cossq_omp.cpp,12.0,50.0,15.0,44.0,165.0,62.0,7.0,7.0,9.0,1.0,77.0,12.0,49.0,15.0,0.0,3.0,270.0,44.0,150.0,23.0,116.0,62.0,1.0,15.0,106.0,128.0,21.0,0.0,107.0,12.0,12.0,17.0,1.0,4.0,0.41,21.0,21.0,27.0,3.0,1.0
angle_cosine_squared_omp.cpp,9.0,34.0,2.0,37.0,114.0,23.0,6.0,6.0,7.0,1.0,44.0,9.0,33.0,2.0,0.0,3.0,173.0,37.0,101.0,20.0,70.0,23.0,1.0,13.0,72.0,92.0,19.0,0.0,73.0,9.0,9.0,12.0,1.0,4.0,0.23,18.0,18.0,22.0,3.0,1.0
thr_data.cpp,1.0,19.0,1.0,48.0,239.0,58.0,3.0,3.0,3.0,1.0,21.0,1.0,13.0,0.0,0.0,12.0,345.0,45.0,158.0,26.0,106.0,51.0,78.0,17.0,94.0,127.0,23.0,0.0,104.0,10.0,10.0,10.0,1.0,2.0,0.32,32.0,32.0,32.0,12.0,1.0
fix_qeq_comb_omp.cpp,9.0,37.0,2.0,36.0,131.0,25.0,10.0,10.0,11.0,2.0,48.0,9.0,37.0,2.0,0.0,3.0,192.0,36.0,113.0,17.0,88.0,25.0,0.0,18.0,78.0,109.0,17.0,0.0,92.0,19.0,19.0,23.0,4.0,3.0,0.22,30.0,30.0,34.0,6.0,1.0
angle_class2_omp.cpp,15.0,50.0,3.0,55.0,163.0,25.0,7.0,7.0,8.0,1.0,67.0,15.0,49.0,3.0,0.0,3.0,242.0,55.0,150.0,22.0,117.0,25.0,1.0,13.0,120.0,143.0,21.0,0.0,122.0,12.0,12.0,15.0,1.0,4.0,0.17,21.0,21.0,25.0,3.0,1.0
Kokkos_ThreadsExec_base.cpp,0.0,0.0,0.0,65.0,122.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,6.0,0.0,0.0,0.0,47.0,198.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fix_langevin.cpp,4.0,29.0,2.0,134.0,673.0,112.0,9.0,9.0,9.0,1.0,35.0,4.0,29.0,2.0,0.0,22.0,917.0,134.0,638.0,115.0,518.0,112.0,7.0,30.0,422.0,618.0,113.0,0.0,505.0,64.0,64.0,64.0,1.0,6.0,0.18,194.0,194.0,200.0,22.0,1.0
pair_coul_dsf_gpu.cpp,3.0,25.0,0.0,37.0,204.0,28.0,4.0,4.0,5.0,1.0,29.0,3.0,25.0,0.0,0.0,6.0,269.0,37.0,177.0,64.0,113.0,28.0,0.0,27.0,102.0,128.0,38.0,0.0,90.0,9.0,9.0,11.0,1.0,5.0,0.16,25.0,25.0,28.0,6.0,1.0
fix_nph.cpp,7.0,31.0,7.0,11.0,37.0,20.0,3.0,3.0,3.0,1.0,45.0,7.0,31.0,7.0,0.0,1.0,68.0,11.0,33.0,5.0,27.0,20.0,0.0,4.0,27.0,32.0,5.0,0.0,27.0,3.0,3.0,3.0,1.0,1.0,0.61,3.0,3.0,3.0,1.0,1.0
neigh_list.cpp,4.0,25.0,0.0,49.0,213.0,37.0,5.0,5.0,5.0,1.0,29.0,4.0,25.0,0.0,0.0,8.0,298.0,49.0,203.0,25.0,158.0,37.0,0.0,10.0,155.0,193.0,23.0,0.0,170.0,8.0,8.0,9.0,1.0,3.0,0.18,37.0,37.0,38.0,8.0,1.0
pair_lj_cut_coul_cut_soft_omp.cpp,5.0,31.0,1.0,32.0,132.0,18.0,5.0,5.0,6.0,1.0,36.0,5.0,30.0,1.0,0.0,4.0,181.0,32.0,121.0,27.0,84.0,18.0,1.0,11.0,85.0,106.0,25.0,0.0,81.0,11.0,11.0,12.0,1.0,5.0,0.15,20.0,20.0,22.0,4.0,1.0
pair_buck_omp.cpp,5.0,27.0,1.0,28.0,119.0,17.0,4.0,4.0,5.0,1.0,32.0,5.0,27.0,1.0,0.0,4.0,163.0,28.0,108.0,23.0,76.0,17.0,1.0,11.0,77.0,94.0,21.0,0.0,73.0,7.0,7.0,8.0,1.0,4.0,0.16,16.0,16.0,18.0,4.0,1.0
fix_nph_asphere_omp.cpp,7.0,31.0,7.0,11.0,37.0,20.0,3.0,3.0,3.0,1.0,45.0,7.0,31.0,7.0,0.0,1.0,68.0,11.0,33.0,5.0,27.0,20.0,0.0,4.0,27.0,32.0,5.0,0.0,27.0,3.0,3.0,3.0,1.0,1.0,0.61,3.0,3.0,3.0,1.0,1.0
fix_nph_asphere.cpp,7.0,31.0,7.0,11.0,37.0,20.0,3.0,3.0,3.0,1.0,45.0,7.0,31.0,7.0,0.0,1.0,68.0,11.0,33.0,5.0,27.0,20.0,0.0,4.0,27.0,32.0,5.0,0.0,27.0,3.0,3.0,3.0,1.0,1.0,0.61,3.0,3.0,3.0,1.0,1.0
pair_lj_cut_soft.cpp,5.0,28.0,1.0,138.0,570.0,71.0,5.0,5.0,6.0,1.0,33.0,5.0,28.0,1.0,0.0,20.0,779.0,138.0,553.0,121.0,423.0,71.0,0.0,17.0,424.0,525.0,120.0,0.0,405.0,13.0,13.0,15.0,4.0,5.0,0.13,100.0,100.0,111.0,23.0,1.0
pair_lj_cut_coul_debye.cpp,4.0,25.0,0.0,35.0,161.0,26.0,5.0,5.0,5.0,1.0,29.0,4.0,25.0,0.0,0.0,6.0,222.0,35.0,153.0,26.0,116.0,26.0,0.0,8.0,110.0,140.0,24.0,0.0,116.0,13.0,13.0,15.0,1.0,5.0,0.17,29.0,29.0,32.0,6.0,1.0
fix_nph_sphere.cpp,7.0,31.0,7.0,11.0,37.0,20.0,3.0,3.0,3.0,1.0,45.0,7.0,31.0,7.0,0.0,1.0,68.0,11.0,33.0,5.0,27.0,20.0,0.0,4.0,27.0,32.0,5.0,0.0,27.0,3.0,3.0,3.0,1.0,1.0,0.61,3.0,3.0,3.0,1.0,1.0
fix_nh.cpp,8.0,47.0,4.0,356.0,1682.0,260.0,14.0,14.0,17.0,2.0,59.0,8.0,47.0,4.0,0.0,35.0,2298.0,356.0,1660.0,182.0,1378.0,260.0,0.0,22.0,1113.0,1597.0,183.0,0.0,1414.0,140.0,140.0,222.0,46.0,4.0,0.16,487.0,487.0,594.0,85.0,1.0
pair_gran_hooke_cuda.cpp,3.0,16.0,2.0,41.0,153.0,56.0,5.0,5.0,6.0,1.0,21.0,3.0,16.0,2.0,0.0,8.0,250.0,41.0,129.0,20.0,86.0,56.0,0.0,24.0,80.0,119.0,21.0,0.0,98.0,20.0,20.0,23.0,7.0,2.0,0.43,39.0,39.0,45.0,14.0,1.0
pair_dpd_omp.cpp,5.0,27.0,3.0,37.0,150.0,29.0,4.0,4.0,5.0,1.0,34.0,5.0,27.0,3.0,0.0,5.0,214.0,37.0,136.0,29.0,97.0,29.0,1.0,14.0,99.0,122.0,27.0,0.0,95.0,9.0,9.0,11.0,5.0,4.0,0.21,22.0,22.0,25.0,9.0,1.0
fix_qeq_reax.cpp,3.0,17.0,1.0,216.0,724.0,111.0,4.0,4.0,4.0,1.0,21.0,3.0,17.0,1.0,0.0,41.0,1039.0,216.0,699.0,126.0,476.0,111.0,0.0,25.0,505.0,655.0,115.0,0.0,540.0,15.0,15.0,16.0,1.0,7.0,0.16,150.0,150.0,160.0,41.0,1.0
bond_harmonic_shift_cut.cpp,3.0,13.0,1.0,48.0,136.0,40.0,3.0,3.0,3.0,1.0,15.0,3.0,13.0,1.0,0.0,10.0,221.0,48.0,126.0,34.0,85.0,40.0,0.0,10.0,91.0,121.0,34.0,0.0,87.0,9.0,9.0,12.0,3.0,2.0,0.32,29.0,29.0,32.0,12.0,1.0
atom_vec_bond.cpp,2.0,22.0,0.0,132.0,647.0,80.0,4.0,4.0,4.0,1.0,24.0,2.0,22.0,0.0,0.0,29.0,859.0,132.0,638.0,83.0,487.0,80.0,0.0,9.0,506.0,623.0,79.0,0.0,544.0,14.0,14.0,14.0,1.0,4.0,0.13,117.0,117.0,119.0,29.0,1.0
angle_cosine_shift_omp.cpp,8.0,34.0,3.0,35.0,115.0,25.0,6.0,6.0,8.0,1.0,44.0,8.0,33.0,3.0,0.0,3.0,173.0,35.0,102.0,22.0,72.0,25.0,1.0,13.0,73.0,94.0,21.0,0.0,73.0,10.0,10.0,13.0,1.0,4.0,0.25,19.0,19.0,23.0,3.0,1.0
pair_zbl.cpp,5.0,22.0,2.0,88.0,282.0,66.0,3.0,3.0,3.0,1.0,28.0,5.0,22.0,2.0,0.0,12.0,436.0,88.0,265.0,77.0,210.0,66.0,0.0,17.0,212.0,248.0,77.0,0.0,171.0,11.0,11.0,13.0,1.0,5.0,0.25,37.0,37.0,39.0,12.0,1.0
compute_temp_ramp.cpp,2.0,18.0,0.0,49.0,212.0,36.0,5.0,5.0,5.0,1.0,20.0,2.0,18.0,0.0,0.0,11.0,297.0,49.0,198.0,49.0,150.0,36.0,0.0,14.0,146.0,194.0,48.0,0.0,146.0,20.0,20.0,20.0,1.0,3.0,0.18,55.0,55.0,56.0,11.0,1.0
compute_temp_region_eff.cpp,2.0,14.0,0.0,53.0,201.0,41.0,3.0,3.0,3.0,1.0,16.0,2.0,14.0,0.0,0.0,13.0,295.0,53.0,188.0,60.0,133.0,41.0,0.0,13.0,129.0,169.0,59.0,0.0,110.0,9.0,9.0,11.0,1.0,4.0,0.22,39.0,39.0,43.0,13.0,1.0
create_bonds.cpp,21.0,63.0,14.0,47.0,140.0,42.0,17.0,17.0,20.0,4.0,98.0,21.0,63.0,14.0,0.0,2.0,229.0,47.0,127.0,29.0,111.0,42.0,0.0,13.0,98.0,132.0,30.0,0.0,102.0,32.0,32.0,39.0,7.0,4.0,0.33,33.0,33.0,40.0,8.0,1.0
pair_edip.cpp,12.0,48.0,3.0,223.0,733.0,100.0,6.0,6.0,7.0,2.0,63.0,12.0,48.0,3.0,0.0,15.0,1056.0,223.0,714.0,138.0,543.0,100.0,0.0,19.0,584.0,679.0,138.0,0.0,541.0,27.0,27.0,38.0,15.0,6.0,0.14,94.0,94.0,110.0,40.0,1.0
fix_peri_neigh.cpp,4.0,21.0,2.0,114.0,439.0,92.0,5.0,5.0,5.0,1.0,26.0,4.0,21.0,2.0,0.0,20.0,645.0,114.0,421.0,81.0,316.0,92.0,0.0,18.0,324.0,423.0,80.0,0.0,343.0,32.0,32.0,34.0,6.0,5.0,0.22,98.0,98.0,100.0,31.0,1.0
fix_aveforce_cuda.cpp,2.0,15.0,1.0,48.0,175.0,39.0,4.0,4.0,5.0,1.0,18.0,2.0,15.0,1.0,0.0,10.0,262.0,48.0,158.0,21.0,110.0,39.0,0.0,17.0,93.0,140.0,23.0,0.0,117.0,14.0,14.0,14.0,1.0,3.0,0.25,43.0,43.0,45.0,10.0,1.0
dihedral_multi_harmonic_omp.cpp,15.0,58.0,4.0,55.0,189.0,29.0,8.0,8.0,10.0,1.0,77.0,15.0,57.0,4.0,0.0,3.0,272.0,55.0,174.0,25.0,137.0,29.0,1.0,15.0,129.0,153.0,23.0,0.0,130.0,16.0,16.0,21.0,1.0,4.0,0.17,25.0,25.0,31.0,3.0,1.0
pair_gauss_cut.cpp,3.0,18.0,0.0,68.0,250.0,48.0,4.0,4.0,4.0,1.0,21.0,3.0,18.0,0.0,0.0,13.0,366.0,68.0,235.0,50.0,165.0,48.0,0.0,15.0,178.0,230.0,49.0,0.0,181.0,9.0,9.0,11.0,1.0,4.0,0.2,51.0,51.0,54.0,13.0,1.0
pair_hbond_dreiding_morse.cpp,14.0,64.0,5.0,82.0,341.0,51.0,13.0,13.0,14.0,4.0,82.0,14.0,64.0,5.0,0.0,5.0,473.0,82.0,321.0,67.0,266.0,51.0,0.0,20.0,270.0,336.0,66.0,0.0,270.0,21.0,21.0,23.0,10.0,6.0,0.16,64.0,64.0,68.0,22.0,1.0
compute_ti.cpp,6.0,39.0,1.0,35.0,172.0,23.0,11.0,11.0,12.0,1.0,46.0,6.0,39.0,1.0,0.0,4.0,230.0,35.0,159.0,28.0,129.0,23.0,0.0,13.0,117.0,161.0,27.0,1.0,133.0,21.0,21.0,23.0,3.0,6.0,0.14,43.0,43.0,48.0,6.0,1.0
angle_harmonic.cpp,4.0,15.0,1.0,59.0,165.0,36.0,3.0,3.0,4.0,1.0,19.0,4.0,15.0,1.0,0.0,10.0,260.0,59.0,153.0,42.0,110.0,36.0,0.0,12.0,119.0,152.0,44.0,0.0,108.0,11.0,11.0,15.0,1.0,2.0,0.24,31.0,31.0,35.0,10.0,1.0
fix_rigid_nve_small.cpp,0.0,2.0,0.0,6.0,4.0,18.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,28.0,6.0,3.0,2.0,0.0,18.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0
pair_coul_long.cpp,2.0,17.0,0.0,63.0,266.0,50.0,4.0,4.0,4.0,1.0,20.0,2.0,17.0,0.0,0.0,14.0,379.0,63.0,243.0,45.0,167.0,50.0,0.0,23.0,167.0,216.0,42.0,0.0,174.0,14.0,14.0,18.0,3.0,5.0,0.21,49.0,49.0,55.0,16.0,1.0
