Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
body_nparticle.cpp,3.0,13.0,1.0,50.0,138.0,34.0,3.0,3.0,3.0,1.0,17.0,3.0,13.0,1.0,0.0,10.0,222.0,50.0,130.0,35.0,89.0,34.0,0.0,8.0,89.0,115.0,33.0,0.0,82.0,16.0,16.0,16.0,1.0,2.0,0.26,27.0,27.0,28.0,10.0,1.0
fix_external.cpp,1.0,7.0,0.0,48.0,130.0,49.0,2.0,2.0,2.0,1.0,9.0,1.0,7.0,0.0,0.0,16.0,227.0,48.0,121.0,26.0,66.0,49.0,0.0,9.0,61.0,92.0,26.0,0.0,66.0,8.0,8.0,9.0,1.0,3.0,0.4,29.0,29.0,33.0,16.0,1.0
compute_temp_eff.cpp,3.0,17.0,0.0,31.0,112.0,22.0,4.0,4.0,4.0,1.0,20.0,3.0,17.0,0.0,0.0,6.0,165.0,31.0,102.0,37.0,73.0,22.0,0.0,10.0,77.0,101.0,36.0,0.0,65.0,6.0,6.0,6.0,1.0,4.0,0.22,23.0,23.0,24.0,6.0,1.0
fix_phonon.cpp,8.0,46.0,5.0,144.0,668.0,119.0,13.0,13.0,14.0,1.0,58.0,8.0,46.0,5.0,0.0,14.0,920.0,144.0,651.0,150.0,525.0,119.0,0.0,17.0,643.0,819.0,137.0,0.0,682.0,36.0,36.0,36.0,6.0,6.0,0.18,183.0,183.0,194.0,19.0,1.0
fix_ave_spatial_sphere.cpp,7.0,61.0,7.0,117.0,825.0,145.0,19.0,19.0,22.0,2.0,73.0,7.0,61.0,7.0,0.0,13.0,1071.0,117.0,804.0,132.0,664.0,145.0,0.0,21.0,561.0,807.0,134.0,0.0,673.0,98.0,98.0,116.0,11.0,6.0,0.18,247.0,247.0,283.0,31.0,1.0
fix_gravity.cpp,2.0,29.0,0.0,42.0,284.0,27.0,8.0,8.0,8.0,1.0,32.0,2.0,29.0,0.0,0.0,9.0,353.0,42.0,269.0,33.0,211.0,27.0,0.0,15.0,163.0,234.0,34.0,0.0,200.0,25.0,25.0,31.0,1.0,3.0,0.1,68.0,68.0,75.0,9.0,1.0
pair_lj_cut_coul_cut_gpu.cpp,3.0,25.0,0.0,37.0,194.0,28.0,5.0,5.0,5.0,1.0,29.0,3.0,25.0,0.0,0.0,6.0,259.0,37.0,175.0,61.0,114.0,28.0,0.0,19.0,100.0,128.0,36.0,0.0,92.0,10.0,10.0,11.0,1.0,5.0,0.16,27.0,27.0,30.0,6.0,1.0
fix_enforce2d.cpp,1.0,10.0,0.0,23.0,89.0,21.0,3.0,3.0,3.0,1.0,11.0,1.0,10.0,0.0,0.0,8.0,133.0,23.0,82.0,24.0,46.0,21.0,0.0,7.0,43.0,69.0,24.0,0.0,45.0,13.0,13.0,13.0,1.0,3.0,0.26,24.0,24.0,24.0,8.0,1.0
pair_lj_cut_coul_cut_soft.cpp,3.0,23.0,0.0,82.0,375.0,57.0,5.0,5.0,5.0,1.0,26.0,3.0,23.0,0.0,0.0,16.0,514.0,82.0,362.0,67.0,276.0,57.0,0.0,13.0,272.0,346.0,65.0,0.0,281.0,13.0,13.0,15.0,5.0,5.0,0.16,74.0,74.0,78.0,20.0,1.0
reader_molfile.cpp,4.0,21.0,2.0,61.0,227.0,76.0,5.0,5.0,6.0,1.0,27.0,4.0,21.0,2.0,0.0,10.0,364.0,61.0,216.0,39.0,159.0,76.0,0.0,11.0,136.0,182.0,35.0,1.0,146.0,17.0,17.0,26.0,1.0,3.0,0.35,52.0,45.0,61.0,10.0,1.0
