File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_buggy
python/AtomGroup.py,17ad3fe,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,49.0,49.0,318.0,26.0,219.0,63.0,156.0,74.0,0.0,0.0,220.0,63.0,157.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.34,82.0,82.0,82.0,58.0,1.0
python/AtomGroup.py,fd540ca,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,49.0,49.0,318.0,26.0,219.0,63.0,156.0,74.0,0.0,0.0,220.0,63.0,157.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.34,82.0,82.0,82.0,58.0,0.0
python/Timeseries.py,c88e3fe,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,8.0,21.0,21.0,93.0,8.0,84.0,29.0,55.0,1.0,0.0,0.0,87.0,29.0,58.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.01,31.0,31.0,31.0,21.0,1.0
python/Timeseries.py,b3f6a4e,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,8.0,22.0,22.0,89.0,8.0,80.0,30.0,50.0,2.0,0.0,0.0,81.0,30.0,51.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,0.03,32.0,32.0,32.0,24.0,0.0
python/AtomGroup.py,b3f6a4e,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,49.0,49.0,318.0,26.0,218.0,63.0,155.0,75.0,0.0,0.0,219.0,63.0,156.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.34,82.0,82.0,82.0,58.0,1.0
python/AtomGroup.py,c421884,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,50.0,50.0,320.0,25.0,219.0,63.0,156.0,77.0,0.0,0.0,220.0,63.0,157.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.35,83.0,83.0,83.0,59.0,0.0
setup.py,5f7dffa,3.0,3.0,3.0,1.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,5.0,61.0,4.0,57.0,10.0,3.0,0.0,18.0,4.0,14.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,0.16,3.0,3.0,3.0,1.0,1.0
python/PSFParser.py,14cf0e5,2.0,2.0,2.0,1.0,16.0,0.0,12.0,3.0,2.0,9.0,9.0,139.0,12.0,106.0,16.0,90.0,22.0,0.0,0.0,102.0,16.0,86.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.21,25.0,25.0,25.0,13.0,1.0
python/PSFParser.py,0b6c4cb,2.0,2.0,2.0,1.0,16.0,0.0,12.0,3.0,2.0,9.0,9.0,141.0,12.0,107.0,16.0,91.0,23.0,0.0,0.0,103.0,16.0,87.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.21,25.0,25.0,25.0,13.0,0.0
python/PSFParser.py,e76542d,2.0,2.0,2.0,1.0,16.0,0.0,12.0,3.0,2.0,9.0,9.0,141.0,12.0,107.0,16.0,91.0,23.0,0.0,0.0,103.0,16.0,87.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,3.0,0.21,25.0,25.0,25.0,13.0,1.0
