File,index,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
mdanalysis/MDAnalysis/KDTree/CKDTree.py,0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,16.0,15.0,77.0,10.0,62.0,20.0,53.0,6.0,4.0,1.0,80.0,20.0,60.0,3.0,3.0,3.0,1.0,6.0,6.0,6.0,6.0,2.0,0.1,27.0,27.0,27.0,23.0,3,2,3
mdanalysis/MDAnalysis/KDTree/KDTree.py,1,2.0,2.0,2.0,1.0,13.0,1.0,8.0,5.0,1.0,17.0,16.0,320.0,62.0,131.0,19.0,112.0,134.0,2.0,0.0,126.0,19.0,107.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,2.0,1.02,36.0,36.0,36.0,21.0,4,3,4
mdanalysis/MDAnalysis/KDTree/NeighborSearch.py,2,1.0,1.0,1.0,1.0,11.0,0.0,6.0,4.0,4.0,17.0,16.0,271.0,52.0,119.0,26.0,93.0,104.0,6.0,1.0,102.0,26.0,76.0,4.0,4.0,4.0,1.0,6.0,6.0,6.0,6.0,2.0,0.87,33.0,33.0,33.0,26.0,5,4,4
mdanalysis/MDAnalysis/analysis/align.py,3,4.0,4.0,4.0,2.0,50.0,7.0,27.0,26.0,0.0,7.0,6.0,368.0,53.0,159.0,21.0,138.0,168.0,1.0,0.0,121.0,19.0,102.0,1.0,1.0,1.0,1.0,14.0,14.0,14.0,6.0,3.0,1.06,28.0,28.0,28.0,15.0,8,6,7
mdanalysis/MDAnalysis/analysis/contacts.py,4,3.0,3.0,3.0,1.0,26.0,2.0,15.0,9.0,1.0,7.0,7.0,250.0,41.0,115.0,19.0,96.0,103.0,0.0,0.0,109.0,18.0,91.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,3.0,0.9,21.0,21.0,21.0,11.0,6,8,7
mdanalysis/MDAnalysis/analysis/distances.py,5,9.0,9.0,9.0,2.0,35.0,9.0,43.0,17.0,0.0,2.0,1.0,90.0,16.0,47.0,4.0,43.0,27.0,1.0,0.0,42.0,4.0,38.0,1.0,1.0,1.0,1.0,18.0,18.0,18.0,3.0,6.0,0.57,19.0,19.0,19.0,4.0,5,4,4
mdanalysis/MDAnalysis/analysis/leaflet.py,6,1.0,1.0,1.0,1.0,12.0,0.0,6.0,5.0,1.0,13.0,13.0,240.0,43.0,87.0,22.0,65.0,115.0,0.0,0.0,77.0,21.0,56.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,1.32,23.0,23.0,23.0,16.0,6,6,5
mdanalysis/MDAnalysis/analysis/util.py,7,1.0,1.0,1.0,1.0,6.0,0.0,3.0,3.0,0.0,1.0,1.0,12.0,1.0,3.0,1.0,2.0,8.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.67,1.0,1.0,1.0,1.0,2,2,1
mdanalysis/MDAnalysis/coordinates/CRD.py,8,2.0,2.0,2.0,1.0,11.0,0.0,9.0,2.0,2.0,11.0,11.0,187.0,29.0,122.0,19.0,103.0,48.0,0.0,0.0,106.0,19.0,87.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,7.0,3.0,0.39,28.0,28.0,28.0,19.0,8,8,7
mdanalysis/MDAnalysis/coordinates/DCD.py,9,2.0,2.0,2.0,1.0,14.0,0.0,8.0,6.0,2.0,17.0,16.0,281.0,22.0,148.0,29.0,119.0,119.0,1.0,0.0,142.0,28.0,114.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,2.0,0.8,39.0,39.0,39.0,31.0,5,5,5
mdanalysis/MDAnalysis/coordinates/GRO.py,10,2.0,2.0,2.0,1.0,17.0,1.0,10.0,6.0,3.0,9.0,9.0,210.0,31.0,118.0,20.0,98.0,80.0,0.0,0.0,95.0,19.0,76.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,3.0,0.68,21.0,21.0,21.0,9.0,7,7,7
mdanalysis/MDAnalysis/coordinates/PDB.py,11,1.0,1.0,1.0,1.0,9.0,0.0,7.0,2.0,4.0,28.0,27.0,419.0,56.0,222.0,42.0,180.0,160.0,2.0,0.0,210.0,40.0,170.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,6.0,3.0,0.72,55.0,55.0,55.0,39.0,17,15,15
mdanalysis/MDAnalysis/coordinates/XYZ.py,14,2.0,2.0,2.0,1.0,13.0,2.0,9.0,2.0,1.0,12.0,12.0,226.0,51.0,125.0,21.0,104.0,54.0,0.0,0.0,119.0,19.0,100.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,2.0,0.43,34.0,34.0,34.0,22.0,4,4,3
mdanalysis/MDAnalysis/coordinates/base.py,15,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,5.0,51.0,51.0,399.0,69.0,222.0,73.0,149.0,115.0,0.0,0.0,210.0,63.0,147.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,5.0,3.0,0.52,76.0,76.0,76.0,63.0,11,11,11
mdanalysis/MDAnalysis/coordinates/core.py,16,1.0,1.0,1.0,1.0,13.0,1.0,6.0,7.0,0.0,14.0,13.0,233.0,42.0,91.0,19.0,71.0,104.0,2.0,0.0,87.0,19.0,68.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.14,27.0,27.0,27.0,22.0,8,6,8
mdanalysis/MDAnalysis/coordinates/pdb/extensions.py,17,2.0,2.0,2.0,1.0,16.0,1.0,9.0,8.0,2.0,6.0,5.0,163.0,36.0,55.0,11.0,44.0,74.0,1.0,0.0,49.0,10.0,39.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,2.0,1.35,13.0,13.0,13.0,6.0,4,3,4
mdanalysis/MDAnalysis/coordinates/xdrfile/TRR.py,18,9.0,9.0,9.0,7.0,53.0,0.0,45.0,15.0,3.0,1.0,1.0,74.0,6.0,56.0,7.0,49.0,19.0,0.0,0.0,52.0,7.0,45.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,7.0,3.0,0.34,9.0,9.0,9.0,7.0,5,3,4
mdanalysis/MDAnalysis/coordinates/xdrfile/core.py,20,3.0,3.0,3.0,2.0,14.0,0.0,11.0,3.0,3.0,25.0,25.0,426.0,46.0,293.0,40.0,253.0,110.0,0.0,0.0,267.0,35.0,232.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,6.0,3.0,0.38,87.0,87.0,87.0,69.0,7,5,7
mdanalysis/MDAnalysis/coordinates/xdrfile/libxdrfile.py,21,1.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,1.0,16.0,15.0,437.0,104.0,90.0,21.0,70.0,244.0,8.0,1.0,94.0,21.0,73.0,4.0,4.0,4.0,1.0,6.0,6.0,6.0,6.0,2.0,2.71,29.0,29.0,29.0,25.0,3,2,3
mdanalysis/MDAnalysis/coordinates/xdrfile/statno.py,22,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,8.0,4.0,1.0,3.0,13.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.25,1.0,1.0,1.0,1.0,4,3,3
mdanalysis/MDAnalysis/core/AtomGroup.py,23,1.0,1.0,1.0,1.0,10.0,1.0,5.0,3.0,7.0,85.0,85.0,1165.0,170.0,483.0,121.0,362.0,530.0,0.0,0.0,459.0,108.0,351.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,1.1,160.0,160.0,160.0,103.0,20,20,20
mdanalysis/MDAnalysis/core/Selection.py,24,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,29.0,81.0,80.0,646.0,52.0,508.0,119.0,389.0,105.0,2.0,0.0,472.0,119.0,353.0,2.0,2.0,2.0,1.0,26.0,26.0,26.0,20.0,3.0,0.21,144.0,144.0,144.0,102.0,5,5,4
mdanalysis/MDAnalysis/core/Timeseries.py,25,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,11.0,37.0,37.0,292.0,47.0,151.0,50.0,102.0,94.0,0.0,0.0,153.0,49.0,104.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,2.0,0.62,63.0,63.0,63.0,46.0,5,5,4
mdanalysis/MDAnalysis/core/log.py,26,1.0,1.0,1.0,1.0,15.0,3.0,6.0,5.0,1.0,3.0,3.0,88.0,26.0,20.0,5.0,15.0,42.0,0.0,0.0,20.0,5.0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.1,4.0,4.0,4.0,3.0,7,6,6
mdanalysis/MDAnalysis/core/transformations.py,27,2.0,2.0,2.0,1.0,27.0,2.0,14.0,11.0,1.0,53.0,52.0,1803.0,283.0,758.0,63.0,695.0,765.0,2.0,0.0,675.0,61.0,614.0,2.0,2.0,2.0,1.0,8.0,8.0,8.0,5.0,4.0,1.01,152.0,152.0,152.0,85.0,4,4,3
mdanalysis/MDAnalysis/core/units.py,28,2.0,2.0,2.0,1.0,18.0,1.0,6.0,4.0,0.0,3.0,2.0,162.0,41.0,42.0,2.0,40.0,82.0,3.0,0.0,21.0,2.0,19.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.95,7.0,7.0,7.0,5.0,8,7,6
mdanalysis/MDAnalysis/core/util.py,29,3.0,3.0,3.0,1.0,12.0,1.0,9.0,3.0,2.0,14.0,13.0,249.0,46.0,134.0,21.0,113.0,78.0,1.0,0.0,127.0,20.0,107.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,9.0,4.0,0.58,42.0,42.0,42.0,27.0,10,10,10
