File,index,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
mdanalysis/package/MDAnalysis/KDTree.py,0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,4.0,10.0,2.0,8.0,2.0,1.0,0.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,3,1,3
mdanalysis/package/MDAnalysis/analysis/align.py,1,3.0,3.0,3.0,2.0,73.0,11.0,29.0,40.0,0.0,11.0,10.0,933.0,164.0,282.0,31.0,251.0,499.0,1.0,0.0,235.0,26.0,209.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,7.0,3.0,1.77,43.0,43.0,43.0,26.0,6,4,6
mdanalysis/package/MDAnalysis/analysis/contacts.py,2,2.0,2.0,2.0,1.0,26.0,3.0,14.0,10.0,2.0,19.0,18.0,767.0,153.0,274.0,39.0,235.0,355.0,1.0,0.0,256.0,37.0,219.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,3.0,1.3,56.0,56.0,56.0,33.0,5,3,5
mdanalysis/package/MDAnalysis/analysis/density.py,3,2.0,2.0,2.0,1.0,27.0,3.0,12.0,13.0,2.0,23.0,22.0,853.0,166.0,286.0,45.0,241.0,427.0,2.0,0.0,254.0,42.0,212.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,6.0,3.0,1.49,54.0,54.0,54.0,36.0,8,5,8
mdanalysis/package/MDAnalysis/analysis/distances.py,4,2.0,2.0,2.0,1.0,22.0,5.0,9.0,14.0,0.0,4.0,3.0,135.0,30.0,36.0,9.0,27.0,69.0,1.0,0.0,34.0,9.0,25.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,1.92,9.0,9.0,9.0,6.0,7,7,7
mdanalysis/package/MDAnalysis/analysis/gnm.py,5,3.0,3.0,3.0,1.0,19.0,1.0,15.0,4.0,2.0,12.0,11.0,343.0,57.0,172.0,17.0,155.0,119.0,1.0,0.0,156.0,17.0,139.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,5.0,7.0,0.69,45.0,45.0,45.0,19.0,5,3,5
mdanalysis/package/MDAnalysis/analysis/hbonds/hbond_analysis.py,6,3.0,3.0,3.0,1.0,34.0,4.0,17.0,14.0,1.0,24.0,23.0,1207.0,222.0,412.0,41.0,371.0,594.0,1.0,0.0,339.0,36.0,303.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,8.0,6.0,1.44,89.0,89.0,89.0,36.0,5,3,5
mdanalysis/package/MDAnalysis/analysis/hbonds/hbond_autocorrel.py,7,3.0,3.0,3.0,1.0,36.0,5.0,20.0,12.0,1.0,11.0,11.0,522.0,99.0,208.0,28.0,180.0,232.0,0.0,0.0,154.0,19.0,135.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,3.0,1.12,38.0,38.0,38.0,20.0,5,3,5
mdanalysis/package/MDAnalysis/analysis/helanal.py,8,4.0,4.0,4.0,1.0,29.0,3.0,20.0,6.0,0.0,20.0,19.0,762.0,135.0,410.0,32.0,378.0,222.0,4.0,1.0,381.0,27.0,354.0,3.0,3.0,3.0,1.0,41.0,41.0,41.0,8.0,4.0,0.54,95.0,95.0,95.0,32.0,9,7,8
mdanalysis/package/MDAnalysis/analysis/hole.py,9,3.0,3.0,3.0,1.0,43.0,6.0,19.0,18.0,3.0,20.0,19.0,1148.0,212.0,426.0,47.0,379.0,517.0,1.0,0.0,356.0,47.0,309.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,9.0,6.0,1.21,75.0,75.0,75.0,38.0,5,3,5
mdanalysis/package/MDAnalysis/analysis/leaflet.py,10,2.0,2.0,2.0,1.0,14.0,1.0,7.0,6.0,1.0,12.0,12.0,274.0,46.0,98.0,20.0,78.0,135.0,0.0,0.0,82.0,19.0,63.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,2.0,1.38,25.0,25.0,25.0,17.0,10,6,10
mdanalysis/package/MDAnalysis/analysis/nuclinfo.py,11,2.0,2.0,2.0,1.0,31.0,4.0,14.0,12.0,0.0,15.0,15.0,611.0,133.0,219.0,18.0,201.0,259.0,0.0,0.0,178.0,18.0,160.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,2.0,1.18,43.0,43.0,43.0,15.0,5,3,5
mdanalysis/package/MDAnalysis/analysis/psa.py,12,2.0,2.0,2.0,1.0,37.0,3.0,16.0,19.0,3.0,21.0,20.0,1012.0,169.0,337.0,45.0,292.0,514.0,1.0,0.0,294.0,36.0,258.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,7.0,3.0,1.53,59.0,59.0,59.0,30.0,9,5,8
