File,index,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
mdanalysis/package/MDAnalysis/KDTree.py,0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,4.0,10.0,2.0,8.0,2.0,1.0,0.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,2,1,2
mdanalysis/package/MDAnalysis/analysis/align.py,1,3.0,3.0,3.0,2.0,74.0,11.0,29.0,42.0,0.0,11.0,10.0,947.0,164.0,283.0,31.0,252.0,512.0,1.0,0.0,238.0,26.0,212.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,7.0,3.0,1.81,43.0,43.0,43.0,26.0,17,16,14
mdanalysis/package/MDAnalysis/analysis/base.py,2,1.0,1.0,1.0,1.0,6.0,0.0,4.0,1.0,1.0,6.0,5.0,107.0,26.0,29.0,10.0,19.0,52.0,1.0,0.0,26.0,9.0,17.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.79,7.0,7.0,7.0,6.0,10,9,8
mdanalysis/package/MDAnalysis/analysis/contacts.py,3,2.0,2.0,2.0,1.0,28.0,4.0,14.0,12.0,3.0,22.0,21.0,915.0,183.0,314.0,47.0,267.0,433.0,1.0,0.0,292.0,44.0,248.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,3.0,1.38,60.0,60.0,60.0,36.0,18,18,15
mdanalysis/package/MDAnalysis/analysis/density.py,4,2.0,2.0,2.0,1.0,28.0,3.0,13.0,13.0,2.0,22.0,21.0,850.0,160.0,294.0,47.0,247.0,423.0,2.0,0.0,262.0,41.0,221.0,2.0,2.0,2.0,1.0,10.0,10.0,10.0,6.0,3.0,1.44,56.0,56.0,56.0,35.0,13,11,11
mdanalysis/package/MDAnalysis/analysis/distances.py,5,2.0,2.0,2.0,1.0,22.0,5.0,9.0,14.0,0.0,4.0,3.0,135.0,30.0,36.0,9.0,27.0,69.0,1.0,0.0,34.0,9.0,25.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,1.92,9.0,9.0,9.0,6.0,10,11,8
mdanalysis/package/MDAnalysis/analysis/gnm.py,6,3.0,3.0,3.0,1.0,19.0,1.0,15.0,4.0,2.0,12.0,11.0,352.0,60.0,176.0,19.0,157.0,121.0,1.0,0.0,158.0,19.0,139.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,5.0,7.0,0.69,45.0,45.0,45.0,19.0,12,10,10
mdanalysis/package/MDAnalysis/analysis/hbonds/hbond_analysis.py,7,3.0,3.0,3.0,1.0,33.0,4.0,17.0,14.0,1.0,24.0,23.0,1205.0,221.0,411.0,41.0,370.0,594.0,1.0,0.0,339.0,36.0,303.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,8.0,6.0,1.45,89.0,89.0,89.0,36.0,21,20,18
mdanalysis/package/MDAnalysis/analysis/hbonds/hbond_autocorrel.py,8,3.0,3.0,3.0,1.0,32.0,4.0,20.0,9.0,1.0,11.0,11.0,527.0,100.0,208.0,27.0,181.0,236.0,0.0,0.0,153.0,18.0,135.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,3.0,1.13,38.0,38.0,38.0,20.0,11,12,9
mdanalysis/package/MDAnalysis/analysis/helanal.py,9,5.0,5.0,5.0,1.0,39.0,5.0,25.0,10.0,0.0,15.0,14.0,738.0,126.0,373.0,28.0,345.0,240.0,1.0,0.0,336.0,23.0,313.0,1.0,1.0,1.0,1.0,38.0,38.0,38.0,8.0,4.0,0.64,78.0,78.0,78.0,27.0,13,11,11
mdanalysis/package/MDAnalysis/analysis/hole.py,10,3.0,3.0,3.0,1.0,43.0,6.0,18.0,18.0,3.0,20.0,19.0,1140.0,207.0,423.0,44.0,379.0,517.0,1.0,0.0,353.0,44.0,309.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,9.0,6.0,1.22,75.0,75.0,75.0,38.0,8,10,6
mdanalysis/package/MDAnalysis/analysis/leaflet.py,11,2.0,2.0,2.0,1.0,14.0,1.0,7.0,6.0,1.0,12.0,12.0,278.0,49.0,98.0,21.0,77.0,136.0,0.0,0.0,83.0,20.0,63.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,2.0,1.39,25.0,25.0,25.0,17.0,10,9,8
mdanalysis/package/MDAnalysis/analysis/lineardensity.py,12,2.0,2.0,2.0,1.0,22.0,3.0,13.0,5.0,1.0,8.0,8.0,256.0,46.0,115.0,14.0,101.0,102.0,0.0,0.0,105.0,13.0,92.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,2.0,0.89,23.0,23.0,23.0,10.0,10,9,8
mdanalysis/package/MDAnalysis/analysis/nuclinfo.py,13,2.0,2.0,2.0,1.0,36.0,5.0,18.0,13.0,0.0,15.0,15.0,680.0,142.0,274.0,19.0,255.0,264.0,0.0,0.0,176.0,18.0,158.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,2.0,0.96,43.0,43.0,43.0,15.0,12,10,10
mdanalysis/package/MDAnalysis/analysis/polymer.py,14,1.0,1.0,1.0,1.0,12.0,2.0,7.0,4.0,1.0,9.0,8.0,173.0,41.0,63.0,20.0,43.0,69.0,1.0,0.0,61.0,19.0,42.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.1,14.0,14.0,14.0,9.0,10,11,8
