File,index,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
libmesh_common.h,2159,0.0,2.0,0.0,58.0,111.0,53.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,12.0,220.0,58.0,31.0,17.0,12.0,50.0,27.0,71.0,16.0,30.0,18.0,0.0,12.0,2.0,2.0,2.0,1.0,0.0,1.61,24.0,24.0,24.0,12.0,21,19.0,22
suffix.hpp,2220,0.0,0.0,0.0,87.0,290.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,81.0,4.0,2.0,0.0,267.0,112.0,272.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.75,0.0,0.0,0.0,0.0,0,0.0,0
gcc.hpp,2429,0.0,0.0,0.0,26.0,136.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,26.0,0.0,0.0,0.0,68.0,60.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
exodusII.h,2690,0.0,0.0,0.0,82.0,623.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,82.0,576.0,576.0,0.0,165.0,2.0,45.0,147.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,1,1.0,1
exodusII_int.h,2691,0.0,0.0,0.0,39.0,315.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,39.0,83.0,79.0,0.0,378.0,4.0,232.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,1,1.0,1
netcdf.h,2915,0.0,0.0,0.0,253.0,680.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,250.0,536.0,536.0,0.0,230.0,26.0,136.0,197.0,197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,29,21.0,25
ne_nemesisI.h,3554,0.0,0.0,0.0,63.0,383.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,63.0,372.0,372.0,0.0,344.0,2.0,9.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,1,1.0,1
ne_nemesisI_int.h,3555,0.0,0.0,0.0,7.0,60.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,7.0,0.0,0.0,0.0,56.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1
mesh_common.h,4004,0.0,0.0,0.0,23.0,45.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,23.0,4.0,4.0,0.0,17.0,19.0,32.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0,0.0,0
bool_trait_def.hpp,4600,0.0,0.0,0.0,25.0,134.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,22.0,0.0,0.0,0.0,27.0,30.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
bool_trait_undef.hpp,4602,0.0,0.0,0.0,4.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
elem.h,5153,1.0,6.0,0.0,136.0,216.0,329.0,2.0,2.0,2.0,1.0,8.0,1.0,6.0,0.0,1.0,17.0,680.0,116.0,157.0,80.0,52.0,283.0,102.0,23.0,98.0,121.0,63.0,2.0,56.0,7.0,7.0,7.0,1.0,2.0,1.8,38.0,38.0,38.0,17.0,50,60.0,46
is_reference.hpp,6073,0.0,0.0,0.0,14.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,14.0,13.0,11.0,4.0,12.0,0.0,9.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0,0.0,0
rb_construction.h,6143,0.0,1.0,0.0,125.0,148.0,495.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,8.0,767.0,125.0,138.0,127.0,17.0,495.0,0.0,10.0,107.0,116.0,109.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,3.59,8.0,8.0,8.0,8.0,16,17.0,16
metis.h,6398,0.0,0.0,0.0,5.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,16.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,4
yes_no_type.hpp,6516,0.0,0.0,0.0,6.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,9.0,7.0,0.0,11.0,0.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0,0.0,0
mesh_logging.h,6608,0.0,0.0,0.0,19.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,17.0,0.0,0.0,0.0,20.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
linux.hpp,6934,0.0,0.0,0.0,16.0,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,14.0,0.0,0.0,0.0,22.0,39.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
mesh.h,7399,0.0,1.0,0.0,22.0,25.0,35.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,81.0,22.0,13.0,10.0,1.0,35.0,4.0,9.0,2.0,7.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.69,3.0,3.0,3.0,3.0,23,26.0,23
order.h,7512,0.0,0.0,0.0,20.0,35.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,18.0,28.0,27.0,0.0,20.0,4.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0,0.0,0
quadrature_3D.C,8010,97.0,237.0,27.0,409.0,949.0,124.0,31.0,16.0,31.0,13.0,361.0,97.0,235.0,27.0,0.0,4.0,1481.0,409.0,939.0,106.0,664.0,124.0,0.0,10.0,706.0,837.0,104.0,51.0,682.0,49.0,26.0,49.0,25.0,4.0,0.13,123.0,64.0,123.0,55.0,0,0.0,0
select_compiler_config.hpp,8030,0.0,0.0,0.0,29.0,62.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,9.0,0.0,0.0,0.0,14.0,78.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
common_edg.hpp,8202,0.0,0.0,0.0,14.0,60.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,14.0,0.0,0.0,0.0,20.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
mesh_io.h,8305,0.0,5.0,0.0,65.0,90.0,79.0,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,8.0,233.0,65.0,83.0,50.0,13.0,79.0,0.0,7.0,29.0,37.0,21.0,3.0,13.0,2.0,2.0,2.0,1.0,0.0,0.95,10.0,10.0,10.0,8.0,0,0.0,0
is_array.hpp,8653,0.0,0.0,0.0,24.0,58.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,15.0,11.0,11.0,0.0,12.0,40.0,21.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0,0.0,0
parmetislib.h,8916,0.0,0.0,0.0,5.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,0.0,0.0,16.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,3
rename.h,8917,0.0,0.0,0.0,45.0,190.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,45.0,0.0,0.0,0.0,55.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
defs.h,8918,0.0,0.0,0.0,24.0,62.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,24.0,0.0,0.0,0.0,29.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
linear_implicit_system.h,8920,0.0,1.0,0.0,48.0,42.0,129.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,218.0,48.0,38.0,34.0,8.0,129.0,0.0,4.0,28.0,36.0,29.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,3.39,7.0,7.0,7.0,7.0,9,8.0,10
exception.hpp,9060,0.0,5.0,0.0,74.0,354.0,9.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,7.0,28.0,436.0,74.0,327.0,209.0,30.0,7.0,12.0,19.0,97.0,134.0,105.0,0.0,29.0,2.0,2.0,3.0,1.0,1.0,0.02,31.0,31.0,32.0,28.0,0,0.0,0
info.hpp,9061,0.0,7.0,0.0,25.0,172.0,3.0,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,15.0,200.0,25.0,152.0,75.0,37.0,3.0,2.0,20.0,46.0,68.0,34.0,0.0,34.0,4.0,4.0,4.0,1.0,2.0,0.02,23.0,23.0,23.0,15.0,0,0.0,0
typeof.hpp,9145,0.0,0.0,0.0,7.0,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,16.0,10.0,0.0,5.0,18.0,8.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0,0.0,0
trilinos_preconditioner.h,9224,0.0,0.0,0.0,39.0,66.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,9.0,0.0,0.0,0.0,16.0,134.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12.0,14
libmesh_logging.h,9442,0.0,0.0,0.0,19.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,17.0,0.0,0.0,0.0,20.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9.0,11
system_data.h,9646,2.0,8.0,0.0,223.0,340.0,259.0,1.0,1.0,1.0,1.0,10.0,2.0,6.0,0.0,1.0,27.0,822.0,191.0,276.0,160.0,82.0,230.0,91.0,43.0,162.0,162.0,79.0,20.0,63.0,2.0,2.0,2.0,1.0,0.0,0.83,31.0,31.0,31.0,27.0,0,0.0,0
poolfwd.hpp,9890,0.0,0.0,0.0,16.0,33.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,16.0,27.0,27.0,0.0,26.0,0.0,6.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0,0.0,0
sparse_matrix.h,9991,0.0,6.0,0.0,69.0,145.0,227.0,2.0,2.0,2.0,1.0,7.0,0.0,6.0,0.0,1.0,12.0,438.0,69.0,134.0,83.0,47.0,227.0,0.0,11.0,65.0,83.0,47.0,2.0,34.0,5.0,5.0,5.0,1.0,2.0,1.69,19.0,19.0,19.0,12.0,14,12.0,14
intrinsics.hpp,10062,0.0,0.0,0.0,41.0,171.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,28.0,0.0,0.0,0.0,37.0,150.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ice_or.hpp,10064,0.0,0.0,0.0,8.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,16.0,12.0,2.0,9.0,0.0,4.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0,0.0,0
macros.h,10098,0.0,0.0,0.0,28.0,96.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,28.0,0.0,0.0,0.0,31.0,41.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
gmv_io.h,10363,0.0,6.0,0.0,72.0,127.0,161.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,9.0,357.0,72.0,118.0,89.0,14.0,161.0,0.0,9.0,43.0,53.0,45.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,1.36,9.0,9.0,9.0,9.0,25,24.0,20
libmesh.h,10378,1.0,6.0,0.0,48.0,56.0,76.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,1.0,5.0,179.0,48.0,51.0,20.0,14.0,76.0,0.0,5.0,25.0,32.0,16.0,4.0,12.0,2.0,2.0,2.0,1.0,1.0,1.49,7.0,7.0,7.0,5.0,22,18.0,20
dof_map.h,10439,3.0,10.0,1.0,187.0,302.0,273.0,2.0,2.0,2.0,1.0,13.0,1.0,5.0,1.0,1.0,19.0,762.0,135.0,155.0,96.0,54.0,206.0,216.0,50.0,100.0,106.0,58.0,0.0,48.0,6.0,6.0,7.0,1.0,3.0,1.33,44.0,44.0,46.0,19.0,58,56.0,54
general_system.h,10458,0.0,6.0,0.0,118.0,173.0,185.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,15.0,476.0,118.0,168.0,116.0,36.0,185.0,0.0,5.0,49.0,64.0,46.0,0.0,18.0,2.0,2.0,2.0,1.0,0.0,1.1,18.0,18.0,18.0,15.0,0,0.0,0
equation_systems.h,10459,0.0,3.0,0.0,69.0,78.0,157.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,5.0,304.0,65.0,64.0,52.0,10.0,155.0,8.0,12.0,40.0,46.0,40.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,2.42,5.0,5.0,5.0,5.0,19,20.0,19
fe.h,10519,0.0,3.0,0.0,93.0,127.0,233.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,4.0,7.0,453.0,88.0,118.0,97.0,5.0,229.0,12.0,6.0,41.0,49.0,43.0,0.0,6.0,2.0,2.0,2.0,1.0,0.0,1.94,9.0,9.0,9.0,7.0,10,12.0,12
is_scalar.hpp,10711,0.0,0.0,0.0,13.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,13.0,20.0,18.0,11.0,12.0,0.0,13.0,10.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0,0.0,0
is_enum.hpp,10859,0.0,0.0,0.0,36.0,132.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,28.0,51.0,36.0,11.0,21.0,52.0,48.0,16.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0,0.0,0
equation_systems_macro.h,10888,0.0,0.0,0.0,18.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,14.0,1.0,0.0,0.0,23.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0
sp_typeinfo.hpp,10965,0.0,0.0,0.0,41.0,84.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,16.0,7.0,7.0,0.0,11.0,90.0,21.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0,0.0,0
current_function.hpp,10990,16.0,18.0,0.0,25.0,30.0,15.0,1.0,1.0,1.0,1.0,34.0,4.0,3.0,0.0,0.0,1.0,67.0,13.0,9.0,7.0,0.0,15.0,25.0,21.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.67,1.0,1.0,1.0,1.0,0,0.0,0
