File,index,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
expssv.c,196,30.0,203.0,14.0,33.0,206.0,75.0,21.0,21.0,21.0,19.0,243.0,30.0,203.0,14.0,0.0,1.0,310.0,33.0,203.0,10.0,144.0,75.0,0.0,3.0,87.0,108.0,5.0,0.0,103.0,21.0,21.0,21.0,19.0,4.0,0.37,21.0,21.0,21.0,19.0,2,5.0,2
exgcon.c,213,14.0,69.0,3.0,17.0,71.0,56.0,10.0,10.0,11.0,8.0,86.0,14.0,69.0,3.0,0.0,1.0,144.0,17.0,69.0,6.0,46.0,56.0,0.0,2.0,36.0,46.0,5.0,1.0,40.0,10.0,10.0,11.0,8.0,3.0,0.81,10.0,10.0,11.0,8.0,2,5.0,2
expem.c,241,0.0,6.0,0.0,3.0,8.0,54.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,1.0,65.0,3.0,6.0,3.0,1.0,54.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,1.0,2,5.0,2
exgssc.c,759,37.0,480.0,51.0,39.0,493.0,102.0,65.0,65.0,69.0,59.0,548.0,37.0,480.0,51.0,0.0,1.0,614.0,39.0,480.0,27.0,378.0,102.0,0.0,13.0,323.0,387.0,22.0,10.0,355.0,65.0,65.0,69.0,59.0,4.0,0.21,65.0,65.0,69.0,59.0,2,5.0,2
expean.c,954,0.0,6.0,0.0,2.0,9.0,55.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,1.0,66.0,2.0,6.0,3.0,1.0,55.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9.17,1.0,1.0,1.0,1.0,2,5.0,2
hilbert_mpi_ops.C,1150,3.0,13.0,2.0,10.0,27.0,7.0,5.0,5.0,5.0,1.0,17.0,3.0,13.0,2.0,0.0,2.0,42.0,10.0,26.0,10.0,10.0,7.0,0.0,1.0,16.0,22.0,6.0,0.0,16.0,5.0,5.0,5.0,1.0,2.0,0.27,10.0,10.0,10.0,2.0,4,5.0,4
expnnm.c,1446,20.0,84.0,10.0,24.0,87.0,64.0,10.0,10.0,10.0,8.0,111.0,20.0,84.0,10.0,0.0,1.0,171.0,24.0,84.0,5.0,57.0,64.0,0.0,3.0,36.0,46.0,4.0,0.0,42.0,10.0,10.0,10.0,8.0,3.0,0.76,10.0,10.0,10.0,8.0,2,5.0,2
remote_elem.C,1561,0.0,0.0,0.0,8.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,1.0,1.0,0.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,12,15.0,14
exppn.c,1592,20.0,127.0,18.0,23.0,130.0,74.0,19.0,11.0,19.0,18.0,156.0,20.0,127.0,18.0,0.0,1.0,218.0,23.0,127.0,8.0,98.0,74.0,0.0,3.0,67.0,88.0,5.0,0.0,83.0,19.0,11.0,19.0,18.0,2.0,0.58,19.0,11.0,19.0,18.0,2,5.0,2
exgvar.c,1917,12.0,105.0,8.0,15.0,107.0,73.0,15.0,6.0,15.0,15.0,122.0,12.0,105.0,8.0,0.0,1.0,192.0,15.0,105.0,12.0,80.0,73.0,0.0,2.0,59.0,75.0,6.0,0.0,69.0,15.0,6.0,15.0,15.0,2.0,0.7,15.0,6.0,15.0,15.0,2,5.0,2
expvp.c,1944,28.0,205.0,44.0,33.0,253.0,102.0,68.0,68.0,68.0,43.0,268.0,28.0,205.0,44.0,0.0,1.0,376.0,33.0,205.0,8.0,140.0,102.0,0.0,48.0,229.0,297.0,6.0,9.0,282.0,68.0,68.0,68.0,43.0,4.0,0.5,68.0,68.0,68.0,43.0,2,5.0,2
mesh_communication_global_indices.C,2053,78.0,224.0,83.0,98.0,269.0,107.0,1.0,1.0,1.0,1.0,372.0,0.0,3.0,1.0,0.0,1.0,459.0,12.0,3.0,1.0,0.0,19.0,411.0,16.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.33,1.0,1.0,1.0,1.0,26,28.0,25
exgnsvid.c,2160,0.0,5.0,0.0,3.0,8.0,53.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,64.0,3.0,5.0,2.0,1.0,53.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.6,1.0,1.0,1.0,1.0,2,5.0,2
exgnp.c,2192,0.0,8.0,0.0,3.0,10.0,55.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,0.0,1.0,68.0,3.0,8.0,4.0,2.0,55.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.88,1.0,1.0,1.0,1.0,2,5.0,2
Hilbert.hpp,2600,0.0,0.0,0.0,11.0,26.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,11.0,21.0,21.0,6.0,53.0,0.0,5.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0,0.0,0
FixBitVec.hpp,2601,0.0,3.0,0.0,55.0,184.0,67.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,306.0,55.0,173.0,166.0,12.0,67.0,0.0,11.0,52.0,53.0,51.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.39,2.0,2.0,2.0,2.0,0,0.0,0
BigBitVec.hpp,2602,0.0,0.0,0.0,50.0,208.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,321.0,50.0,199.0,195.0,10.0,63.0,0.0,9.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0,0.0,0
exgev.c,2713,0.0,9.0,0.0,3.0,11.0,61.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,0.0,1.0,75.0,3.0,9.0,6.0,1.0,61.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.78,1.0,1.0,1.0,1.0,2,5.0,2
exgssd.c,3042,0.0,7.0,0.0,3.0,9.0,54.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,0.0,1.0,66.0,3.0,7.0,3.0,2.0,54.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.71,1.0,1.0,1.0,1.0,2,5.0,2
expnvv.c,3207,6.0,35.0,1.0,9.0,37.0,60.0,3.0,3.0,3.0,1.0,41.0,6.0,35.0,1.0,0.0,1.0,105.0,9.0,35.0,8.0,22.0,60.0,0.0,2.0,18.0,21.0,3.0,0.0,18.0,3.0,3.0,3.0,1.0,1.0,1.71,3.0,3.0,3.0,1.0,2,5.0,2
exgnvt.c,3382,15.0,68.0,14.0,18.0,70.0,73.0,7.0,7.0,7.0,7.0,96.0,15.0,68.0,14.0,0.0,1.0,160.0,18.0,68.0,11.0,46.0,73.0,0.0,2.0,35.0,42.0,6.0,0.0,36.0,7.0,7.0,7.0,7.0,2.0,1.07,7.0,7.0,7.0,7.0,2,5.0,2
expqa.c,3483,28.0,105.0,13.0,31.0,108.0,67.0,13.0,13.0,13.0,11.0,141.0,28.0,105.0,13.0,0.0,1.0,201.0,31.0,105.0,7.0,69.0,67.0,0.0,3.0,53.0,66.0,5.0,0.0,61.0,13.0,13.0,13.0,11.0,4.0,0.64,13.0,13.0,13.0,11.0,2,5.0,2
expfrm.c,3673,18.0,86.0,20.0,22.0,91.0,78.0,15.0,15.0,20.0,9.0,111.0,18.0,86.0,20.0,0.0,1.0,178.0,22.0,86.0,12.0,67.0,78.0,0.0,5.0,47.0,59.0,11.0,0.0,48.0,15.0,15.0,20.0,9.0,2.0,0.91,15.0,15.0,20.0,9.0,2,5.0,2
exgsetd.c,3990,23.0,149.0,13.0,26.0,151.0,68.0,19.0,19.0,19.0,14.0,182.0,23.0,149.0,13.0,0.0,1.0,242.0,26.0,149.0,12.0,104.0,68.0,0.0,2.0,72.0,91.0,9.0,0.0,82.0,19.0,19.0,19.0,14.0,2.0,0.46,19.0,19.0,19.0,14.0,2,5.0,2
exgblk.c,4054,15.0,260.0,15.0,18.0,264.0,73.0,30.0,28.0,31.0,27.0,284.0,15.0,260.0,15.0,0.0,1.0,349.0,18.0,260.0,24.0,171.0,73.0,0.0,4.0,121.0,152.0,16.0,0.0,136.0,30.0,28.0,31.0,27.0,4.0,0.28,30.0,28.0,31.0,27.0,2,5.0,2
expcor.c,4277,17.0,167.0,6.0,20.0,169.0,62.0,26.0,26.0,29.0,22.0,189.0,17.0,167.0,6.0,0.0,1.0,250.0,20.0,167.0,12.0,114.0,62.0,0.0,2.0,76.0,102.0,9.0,0.0,93.0,26.0,26.0,29.0,22.0,4.0,0.37,26.0,26.0,29.0,22.0,2,5.0,2
exgsp.c,4490,0.0,8.0,0.0,3.0,10.0,57.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,0.0,1.0,70.0,3.0,8.0,4.0,2.0,57.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.12,1.0,1.0,1.0,1.0,2,5.0,2
exgssv.c,4536,12.0,57.0,6.0,15.0,59.0,67.0,5.0,5.0,5.0,5.0,72.0,12.0,57.0,6.0,0.0,1.0,138.0,15.0,57.0,9.0,36.0,67.0,0.0,2.0,25.0,30.0,4.0,0.0,26.0,5.0,5.0,5.0,5.0,2.0,1.18,5.0,5.0,5.0,5.0,2,5.0,2
nc.c,4726,4.0,24.0,3.0,269.0,1159.0,232.0,6.0,6.0,6.0,3.0,31.0,4.0,22.0,3.0,0.0,46.0,1626.0,256.0,1026.0,214.0,617.0,220.0,101.0,57.0,506.0,729.0,153.0,9.0,567.0,25.0,25.0,26.0,18.0,5.0,0.21,264.0,254.0,285.0,150.0,31,26.0,27
