Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
codetree.cc,0.0,7.0,2.0,37.0,356.0,65.0,2.0,2.0,2.0,1.0,9.0,0.0,7.0,2.0,0.0,31.0,455.0,35.0,263.0,121.0,84.0,63.0,71.0,32.0,74.0,147.0,46.0,0.0,101.0,20.0,8.0,20.0,10.0,2.0,0.24,67.0,50.0,68.0,40.0,1.0
matrix_power.cpp,2.0,14.0,0.0,21.0,102.0,12.0,2.0,2.0,2.0,1.0,16.0,2.0,14.0,0.0,0.0,6.0,133.0,21.0,101.0,26.0,61.0,12.0,0.0,1.0,74.0,84.0,20.0,0.0,64.0,2.0,2.0,2.0,1.0,1.0,0.12,10.0,10.0,10.0,6.0,1.0
NumericalDiff.cpp,1.0,6.0,1.0,21.0,82.0,11.0,1.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,0.0,10.0,114.0,21.0,79.0,36.0,31.0,11.0,0.0,3.0,51.0,63.0,31.0,0.0,32.0,3.0,3.0,3.0,1.0,1.0,0.14,14.0,14.0,14.0,10.0,1.0
polynomialutils.cpp,1.0,14.0,0.0,17.0,88.0,8.0,2.0,2.0,2.0,1.0,15.0,1.0,14.0,0.0,0.0,5.0,113.0,17.0,85.0,35.0,43.0,8.0,0.0,3.0,53.0,65.0,29.0,0.0,36.0,3.0,3.0,3.0,1.0,1.0,0.09,9.0,9.0,10.0,5.0,1.0
matrix_function.cpp,1.0,11.0,0.0,25.0,149.0,19.0,2.0,2.0,2.0,1.0,13.0,1.0,11.0,0.0,0.0,11.0,193.0,25.0,146.0,70.0,64.0,19.0,0.0,3.0,86.0,103.0,58.0,0.0,45.0,3.0,3.0,4.0,1.0,2.0,0.13,17.0,17.0,18.0,11.0,1.0
icosphere.cpp,0.0,20.0,1.0,13.0,94.0,15.0,4.0,4.0,4.0,1.0,20.0,0.0,20.0,1.0,0.0,4.0,120.0,13.0,89.0,28.0,63.0,15.0,0.0,5.0,64.0,80.0,20.0,0.0,60.0,5.0,5.0,5.0,1.0,3.0,0.17,15.0,15.0,15.0,4.0,1.0
camera.cpp,1.0,8.0,0.0,50.0,203.0,11.0,1.0,1.0,1.0,1.0,9.0,1.0,8.0,0.0,0.0,26.0,264.0,50.0,199.0,45.0,107.0,11.0,0.0,4.0,105.0,137.0,45.0,0.0,92.0,2.0,2.0,2.0,1.0,1.0,0.06,30.0,30.0,30.0,26.0,1.0
PolynomialUtils1.cpp,0.0,14.0,0.0,2.0,18.0,0.0,3.0,3.0,3.0,1.0,14.0,0.0,14.0,0.0,0.0,1.0,20.0,2.0,16.0,5.0,10.0,0.0,0.0,2.0,16.0,21.0,7.0,0.0,14.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0
NumericalDiff.cpp,1.0,6.0,1.0,21.0,82.0,11.0,1.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,0.0,10.0,114.0,21.0,79.0,36.0,31.0,11.0,0.0,3.0,51.0,63.0,31.0,0.0,32.0,3.0,3.0,3.0,1.0,1.0,0.14,14.0,14.0,14.0,10.0,0.0
mpreal_support.cpp,8.0,34.0,6.0,10.0,41.0,6.0,2.0,2.0,2.0,1.0,48.0,8.0,34.0,6.0,0.0,1.0,57.0,10.0,36.0,9.0,26.0,6.0,0.0,5.0,32.0,36.0,11.0,0.0,25.0,2.0,2.0,2.0,1.0,1.0,0.17,2.0,2.0,2.0,1.0,0.0
