Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
MatrixSinh.cpp,3.0,10.0,2.0,5.0,13.0,2.0,1.0,1.0,1.0,1.0,15.0,3.0,10.0,2.0,0.0,1.0,20.0,5.0,11.0,4.0,7.0,2.0,0.0,2.0,8.0,10.0,5.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.18,1.0,1.0,1.0,1.0,1.0
NonLinearOptimization.cpp,2.0,14.0,4.0,232.0,1323.0,358.0,2.0,2.0,2.0,1.0,19.0,2.0,14.0,4.0,0.0,86.0,1870.0,232.0,1319.0,374.0,871.0,358.0,0.0,4.0,1024.0,1160.0,360.0,0.0,800.0,7.0,7.0,7.0,1.0,3.0,0.27,139.0,139.0,139.0,86.0,1.0
openglsupport.cpp,14.0,77.0,2.0,53.0,270.0,14.0,14.0,14.0,14.0,1.0,93.0,11.0,49.0,2.0,0.0,3.0,337.0,42.0,147.0,25.0,106.0,14.0,86.0,50.0,335.0,379.0,30.0,30.0,319.0,36.0,36.0,36.0,1.0,2.0,0.1,43.0,43.0,43.0,3.0,1.0
MatrixLogarithm.cpp,0.0,10.0,0.0,2.0,13.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,10.0,0.0,0.0,1.0,15.0,2.0,11.0,2.0,5.0,0.0,0.0,2.0,6.0,9.0,4.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
autodiff.cpp,1.0,9.0,0.0,26.0,131.0,16.0,2.0,2.0,2.0,1.0,10.0,1.0,9.0,0.0,0.0,13.0,173.0,26.0,129.0,44.0,62.0,16.0,0.0,2.0,72.0,94.0,38.0,0.0,56.0,5.0,5.0,6.0,1.0,2.0,0.12,21.0,21.0,23.0,13.0,1.0
MatrixSquareRoot.cpp,1.0,10.0,0.0,3.0,13.0,0.0,1.0,1.0,1.0,1.0,11.0,1.0,10.0,0.0,0.0,1.0,16.0,3.0,11.0,3.0,6.0,0.0,0.0,2.0,7.0,9.0,4.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
bdcsvd.cpp,2.0,12.0,2.0,40.0,130.0,52.0,2.0,2.0,2.0,1.0,16.0,2.0,12.0,2.0,0.0,10.0,213.0,40.0,127.0,29.0,84.0,52.0,0.0,3.0,62.0,78.0,19.0,0.0,59.0,5.0,5.0,5.0,1.0,1.0,0.41,16.0,16.0,16.0,10.0,1.0
trackball.cpp,2.0,20.0,0.0,8.0,43.0,8.0,4.0,4.0,6.0,1.0,22.0,2.0,20.0,0.0,0.0,2.0,59.0,8.0,41.0,12.0,27.0,8.0,0.0,2.0,21.0,29.0,13.0,0.0,16.0,5.0,5.0,6.0,1.0,3.0,0.2,8.0,8.0,12.0,2.0,1.0
fparser_ad.cc,2.0,11.0,2.0,118.0,736.0,97.0,3.0,2.0,3.0,2.0,14.0,2.0,11.0,2.0,4.0,28.0,949.0,80.0,335.0,105.0,197.0,64.0,442.0,50.0,168.0,248.0,67.0,0.0,181.0,50.0,19.0,51.0,33.0,4.0,0.19,86.0,55.0,92.0,62.0,1.0
fparser.cc,2.0,22.0,3.0,422.0,3086.0,456.0,8.0,5.0,9.0,4.0,26.0,2.0,20.0,3.0,0.0,90.0,3872.0,355.0,1993.0,476.0,1243.0,372.0,1082.0,237.0,979.0,1574.0,237.0,10.0,1327.0,121.0,84.0,142.0,121.0,6.0,0.19,707.0,457.0,785.0,437.0,0.0
