Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
balance.c,22.0,87.0,9.0,97.0,349.0,64.0,33.0,33.0,41.0,5.0,117.0,22.0,87.0,9.0,0.0,4.0,504.0,97.0,348.0,23.0,278.0,64.0,0.0,1.0,396.0,492.0,22.0,31.0,439.0,62.0,62.0,79.0,11.0,6.0,0.18,130.0,130.0,165.0,23.0,1.0
jacobisvd.cpp,2.0,12.0,1.0,43.0,138.0,18.0,1.0,1.0,2.0,1.0,14.0,2.0,11.0,1.0,0.0,11.0,198.0,43.0,130.0,43.0,72.0,17.0,4.0,8.0,69.0,84.0,29.0,0.0,55.0,3.0,3.0,4.0,3.0,1.0,0.13,16.0,16.0,17.0,13.0,1.0
BVH.cpp,1.0,5.0,0.0,49.0,165.0,10.0,2.0,2.0,2.0,1.0,6.0,1.0,4.0,0.0,0.0,28.0,222.0,49.0,140.0,79.0,69.0,10.0,15.0,10.0,120.0,165.0,74.0,0.0,91.0,5.0,5.0,5.0,1.0,2.0,0.07,44.0,44.0,44.0,28.0,1.0
matrix_power.cpp,2.0,14.0,0.0,21.0,102.0,12.0,2.0,2.0,2.0,1.0,16.0,2.0,14.0,0.0,0.0,6.0,133.0,21.0,101.0,26.0,61.0,12.0,0.0,1.0,74.0,84.0,20.0,0.0,64.0,2.0,2.0,2.0,1.0,1.0,0.12,10.0,10.0,10.0,6.0,0.0
matrix_square_root.cpp,0.0,9.0,0.0,3.0,20.0,8.0,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,0.0,2.0,31.0,3.0,19.0,6.0,10.0,8.0,0.0,1.0,12.0,15.0,5.0,0.0,10.0,2.0,2.0,2.0,1.0,1.0,0.42,3.0,3.0,3.0,2.0,0.0
optimize_main.cc,9.0,22.0,16.0,24.0,61.0,17.0,2.0,2.0,2.0,1.0,46.0,9.0,19.0,16.0,0.0,1.0,100.0,24.0,21.0,4.0,12.0,17.0,8.0,32.0,14.0,18.0,6.0,0.0,12.0,2.0,2.0,2.0,1.0,1.0,0.81,2.0,2.0,2.0,1.0,0.0
autodiff.cpp,1.0,9.0,0.0,26.0,131.0,16.0,2.0,2.0,2.0,1.0,10.0,1.0,9.0,0.0,0.0,13.0,173.0,26.0,129.0,44.0,62.0,16.0,0.0,2.0,72.0,94.0,38.0,0.0,56.0,5.0,5.0,6.0,1.0,2.0,0.12,21.0,21.0,23.0,13.0,0.0
matrix_function.cpp,1.0,11.0,0.0,25.0,149.0,19.0,2.0,2.0,2.0,1.0,13.0,1.0,11.0,0.0,0.0,11.0,193.0,25.0,146.0,70.0,64.0,19.0,0.0,3.0,86.0,103.0,58.0,0.0,45.0,3.0,3.0,4.0,1.0,2.0,0.13,17.0,17.0,18.0,11.0,0.0
minres.cpp,1.0,6.0,3.0,4.0,14.0,14.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,3.0,0.0,2.0,32.0,4.0,11.0,2.0,5.0,14.0,0.0,3.0,5.0,7.0,2.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.27,2.0,2.0,2.0,2.0,0.0
BVH_Example.cpp,1.0,4.0,1.0,10.0,40.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,0.0,7.0,52.0,10.0,37.0,22.0,18.0,7.0,0.0,3.0,33.0,46.0,21.0,0.0,25.0,4.0,4.0,4.0,1.0,2.0,0.19,10.0,10.0,10.0,7.0,1.0
levenberg_marquardt.cpp,2.0,14.0,4.0,161.0,1020.0,287.0,2.0,2.0,2.0,1.0,19.0,2.0,14.0,4.0,0.0,66.0,1448.0,161.0,1016.0,287.0,679.0,287.0,0.0,4.0,807.0,906.0,278.0,0.0,628.0,3.0,3.0,3.0,1.0,2.0,0.28,100.0,100.0,100.0,66.0,1.0
matrix_square_root.cpp,0.0,9.0,0.0,3.0,20.0,8.0,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,0.0,2.0,31.0,3.0,19.0,6.0,10.0,8.0,0.0,1.0,12.0,15.0,5.0,0.0,10.0,2.0,2.0,2.0,1.0,1.0,0.42,3.0,3.0,3.0,2.0,1.0
binary_library.cpp,0.0,4.0,0.0,46.0,123.0,16.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,30.0,185.0,46.0,121.0,30.0,30.0,16.0,0.0,2.0,31.0,63.0,32.0,0.0,31.0,1.0,1.0,1.0,1.0,0.0,0.13,30.0,30.0,30.0,30.0,1.0
BVH.cpp,1.0,5.0,0.0,49.0,165.0,10.0,2.0,2.0,2.0,1.0,6.0,1.0,4.0,0.0,0.0,28.0,222.0,49.0,140.0,79.0,69.0,10.0,15.0,10.0,120.0,165.0,74.0,0.0,91.0,5.0,5.0,5.0,1.0,2.0,0.07,44.0,44.0,44.0,28.0,1.0
matrix_function.cpp,1.0,11.0,0.0,25.0,149.0,19.0,2.0,2.0,2.0,1.0,13.0,1.0,11.0,0.0,0.0,11.0,193.0,25.0,146.0,70.0,64.0,19.0,0.0,3.0,86.0,103.0,58.0,0.0,45.0,3.0,3.0,4.0,1.0,2.0,0.13,17.0,17.0,18.0,11.0,1.0
forward_adolc.cpp,1.0,10.0,1.0,23.0,107.0,13.0,2.0,2.0,2.0,1.0,11.0,1.0,10.0,1.0,0.0,9.0,143.0,23.0,103.0,32.0,50.0,13.0,0.0,4.0,58.0,75.0,26.0,1.0,48.0,5.0,5.0,6.0,1.0,2.0,0.13,17.0,17.0,19.0,9.0,1.0
splines.cpp,3.0,25.0,0.0,35.0,194.0,16.0,2.0,2.0,2.0,1.0,28.0,3.0,25.0,0.0,0.0,7.0,244.0,35.0,192.0,39.0,130.0,16.0,0.0,2.0,75.0,88.0,50.0,0.0,38.0,3.0,3.0,3.0,1.0,1.0,0.08,12.0,12.0,12.0,7.0,1.0
codetree.cc,0.0,7.0,2.0,38.0,356.0,65.0,2.0,2.0,2.0,1.0,9.0,0.0,7.0,2.0,0.0,31.0,456.0,36.0,263.0,121.0,84.0,63.0,71.0,32.0,74.0,147.0,46.0,0.0,101.0,20.0,8.0,20.0,10.0,2.0,0.24,67.0,50.0,68.0,40.0,0.0
NonLinearOptimization.cpp,2.0,14.0,4.0,232.0,1323.0,358.0,2.0,2.0,2.0,1.0,19.0,2.0,14.0,4.0,0.0,86.0,1870.0,232.0,1319.0,374.0,871.0,358.0,0.0,4.0,1024.0,1160.0,360.0,0.0,800.0,7.0,7.0,7.0,1.0,3.0,0.27,139.0,139.0,139.0,86.0,0.0
balance.c,22.0,87.0,8.0,97.0,349.0,58.0,33.0,33.0,41.0,5.0,115.0,22.0,87.0,8.0,0.0,4.0,498.0,97.0,348.0,23.0,278.0,58.0,0.0,1.0,396.0,492.0,22.0,31.0,439.0,62.0,62.0,79.0,11.0,6.0,0.17,130.0,130.0,165.0,23.0,0.0
gmres.cpp,1.0,7.0,2.0,4.0,15.0,12.0,1.0,1.0,1.0,1.0,9.0,1.0,7.0,2.0,0.0,2.0,31.0,4.0,13.0,2.0,7.0,12.0,0.0,2.0,7.0,9.0,2.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,0.92,2.0,2.0,2.0,2.0,0.0
autodiff.cpp,1.0,9.0,0.0,26.0,131.0,16.0,2.0,2.0,2.0,1.0,10.0,1.0,9.0,0.0,0.0,13.0,173.0,26.0,129.0,44.0,62.0,16.0,0.0,2.0,72.0,94.0,38.0,0.0,56.0,5.0,5.0,6.0,1.0,2.0,0.12,21.0,21.0,23.0,13.0,0.0
alignedvector3.cpp,4.0,19.0,0.0,10.0,41.0,8.0,2.0,2.0,2.0,1.0,23.0,4.0,19.0,0.0,0.0,2.0,59.0,10.0,39.0,13.0,24.0,8.0,0.0,2.0,31.0,34.0,11.0,0.0,23.0,2.0,2.0,2.0,1.0,1.0,0.21,3.0,3.0,3.0,2.0,0.0
