Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
fparser_ad.cc,2.0,13.0,2.0,138.0,835.0,119.0,3.0,2.0,4.0,2.0,17.0,2.0,13.0,2.0,4.0,30.0,1088.0,99.0,428.0,128.0,264.0,85.0,444.0,55.0,232.0,325.0,87.0,0.0,238.0,50.0,19.0,51.0,33.0,4.0,0.2,101.0,70.0,109.0,68.0,0.0
PolynomialUtils1.cpp,0.0,14.0,0.0,2.0,18.0,0.0,3.0,3.0,3.0,1.0,14.0,0.0,14.0,0.0,0.0,1.0,20.0,2.0,16.0,5.0,10.0,0.0,0.0,2.0,16.0,21.0,7.0,0.0,14.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0
BVH_Example.cpp,1.0,4.0,1.0,10.0,40.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,0.0,7.0,52.0,10.0,37.0,22.0,18.0,7.0,0.0,3.0,33.0,46.0,21.0,0.0,25.0,4.0,4.0,4.0,1.0,2.0,0.19,10.0,10.0,10.0,7.0,1.0
MatrixExponential.cpp,1.0,10.0,0.0,3.0,13.0,0.0,1.0,1.0,1.0,1.0,11.0,1.0,10.0,0.0,0.0,1.0,16.0,3.0,11.0,3.0,6.0,0.0,0.0,2.0,6.0,8.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
MatrixPower.cpp,0.0,11.0,0.0,2.0,14.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,11.0,0.0,0.0,1.0,16.0,2.0,12.0,3.0,7.0,0.0,0.0,2.0,6.0,8.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
FFTW.cpp,2.0,11.0,2.0,45.0,168.0,59.0,2.0,2.0,2.0,1.0,14.0,2.0,10.0,2.0,0.0,13.0,262.0,44.0,152.0,64.0,85.0,59.0,13.0,4.0,131.0,153.0,57.0,0.0,96.0,4.0,4.0,4.0,1.0,2.0,0.39,21.0,21.0,21.0,13.0,1.0
kronecker_product.cpp,4.0,33.0,2.0,24.0,138.0,19.0,2.0,2.0,2.0,1.0,39.0,4.0,33.0,2.0,0.0,4.0,181.0,24.0,135.0,15.0,116.0,19.0,0.0,3.0,122.0,128.0,12.0,0.0,116.0,3.0,3.0,3.0,1.0,2.0,0.14,6.0,6.0,6.0,4.0,1.0
gpuhelper.cpp,1.0,12.0,0.0,17.0,98.0,12.0,2.0,2.0,2.0,1.0,12.0,1.0,12.0,0.0,0.0,8.0,126.0,17.0,93.0,30.0,62.0,12.0,0.0,5.0,77.0,89.0,22.0,0.0,67.0,3.0,3.0,3.0,1.0,1.0,0.13,12.0,12.0,12.0,8.0,1.0
FFT.cpp,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jacobisvd.cpp,2.0,12.0,1.0,43.0,138.0,18.0,1.0,1.0,2.0,1.0,14.0,2.0,11.0,1.0,0.0,11.0,198.0,43.0,130.0,43.0,72.0,17.0,4.0,8.0,69.0,84.0,29.0,0.0,55.0,3.0,3.0,4.0,3.0,1.0,0.13,16.0,16.0,17.0,13.0,0.0
