Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
fix_print.cpp,4.0,20.0,2.0,26.0,93.0,25.0,6.0,6.0,8.0,1.0,27.0,4.0,20.0,2.0,0.0,4.0,144.0,26.0,83.0,13.0,61.0,25.0,0.0,10.0,55.0,82.0,13.0,0.0,69.0,17.0,17.0,19.0,1.0,4.0,0.3,25.0,25.0,30.0,4.0,1.0
fix_external.cpp,1.0,7.0,0.0,48.0,130.0,49.0,2.0,2.0,2.0,1.0,9.0,1.0,7.0,0.0,0.0,16.0,227.0,48.0,121.0,26.0,66.0,49.0,0.0,9.0,61.0,92.0,26.0,0.0,66.0,8.0,8.0,9.0,1.0,3.0,0.4,29.0,29.0,33.0,16.0,1.0
compute_temp_eff.cpp,3.0,17.0,0.0,31.0,112.0,22.0,4.0,4.0,4.0,1.0,20.0,3.0,17.0,0.0,0.0,6.0,165.0,31.0,102.0,37.0,73.0,22.0,0.0,10.0,77.0,101.0,36.0,0.0,65.0,6.0,6.0,6.0,1.0,4.0,0.22,23.0,23.0,24.0,6.0,1.0
compute_temp_com.cpp,1.0,12.0,0.0,40.0,147.0,33.0,3.0,3.0,3.0,1.0,14.0,1.0,12.0,0.0,0.0,11.0,220.0,40.0,136.0,43.0,93.0,33.0,0.0,11.0,98.0,129.0,42.0,0.0,87.0,7.0,7.0,7.0,1.0,3.0,0.24,30.0,30.0,31.0,11.0,1.0
fix_rigid_small_omp.cpp,23.0,100.0,15.0,112.0,419.0,88.0,16.0,16.0,16.0,4.0,137.0,23.0,93.0,15.0,0.0,4.0,615.0,112.0,380.0,118.0,288.0,88.0,9.0,38.0,314.0,376.0,120.0,0.0,256.0,26.0,26.0,26.0,6.0,4.0,0.23,63.0,63.0,65.0,16.0,1.0
pair_lj_cut_tip4p_long_soft_omp.cpp,11.0,54.0,6.0,83.0,345.0,58.0,8.0,8.0,9.0,1.0,71.0,11.0,54.0,6.0,0.0,6.0,484.0,83.0,324.0,49.0,255.0,58.0,1.0,21.0,245.0,296.0,44.0,0.0,252.0,36.0,36.0,41.0,1.0,7.0,0.18,50.0,50.0,56.0,6.0,1.0
fix_temp_berendsen.cpp,3.0,17.0,1.0,46.0,170.0,35.0,4.0,4.0,4.0,1.0,21.0,3.0,17.0,1.0,0.0,9.0,251.0,46.0,156.0,30.0,113.0,35.0,0.0,14.0,96.0,132.0,30.0,0.0,102.0,10.0,10.0,10.0,1.0,3.0,0.22,34.0,34.0,35.0,9.0,1.0
fix_nve_asphere_noforce.cpp,5.0,17.0,3.0,23.0,63.0,23.0,4.0,4.0,4.0,1.0,24.0,5.0,17.0,3.0,0.0,3.0,109.0,23.0,52.0,20.0,35.0,23.0,0.0,11.0,38.0,52.0,20.0,0.0,32.0,5.0,5.0,5.0,1.0,3.0,0.44,12.0,12.0,12.0,3.0,1.0
fix_nh_sphere.cpp,3.0,13.0,2.0,24.0,61.0,32.0,4.0,4.0,4.0,1.0,18.0,3.0,13.0,2.0,0.0,4.0,116.0,24.0,54.0,23.0,35.0,32.0,0.0,7.0,36.0,52.0,23.0,0.0,29.0,4.0,4.0,4.0,1.0,3.0,0.59,14.0,14.0,14.0,4.0,1.0
pair_colloid_omp.cpp,6.0,41.0,1.0,34.0,178.0,17.0,6.0,6.0,7.0,2.0,48.0,6.0,41.0,1.0,0.0,4.0,228.0,34.0,165.0,25.0,130.0,17.0,1.0,13.0,122.0,149.0,24.0,0.0,125.0,15.0,13.0,16.0,8.0,4.0,0.1,24.0,22.0,26.0,11.0,1.0
compute_temp_profile.cpp,4.0,25.0,1.0,96.0,415.0,54.0,8.0,8.0,8.0,1.0,29.0,4.0,25.0,1.0,0.0,16.0,565.0,96.0,402.0,82.0,320.0,54.0,0.0,13.0,307.0,435.0,81.0,0.0,354.0,31.0,31.0,32.0,1.0,5.0,0.13,133.0,133.0,135.0,16.0,1.0
bond_fene_omp.cpp,8.0,31.0,2.0,32.0,106.0,24.0,6.0,6.0,7.0,2.0,41.0,8.0,30.0,2.0,0.0,3.0,161.0,32.0,93.0,20.0,62.0,24.0,1.0,13.0,56.0,76.0,18.0,0.0,58.0,10.0,10.0,12.0,4.0,4.0,0.26,19.0,19.0,22.0,6.0,1.0
pair_lubricate_poly.cpp,32.0,113.0,20.0,109.0,367.0,85.0,18.0,18.0,20.0,1.0,163.0,32.0,113.0,20.0,0.0,3.0,555.0,109.0,344.0,56.0,288.0,85.0,0.0,23.0,264.0,320.0,57.0,0.0,263.0,28.0,28.0,34.0,3.0,5.0,0.25,54.0,54.0,60.0,5.0,1.0
pair_dpd_tstat.cpp,3.0,20.0,1.0,55.0,206.0,47.0,5.0,5.0,5.0,1.0,24.0,3.0,20.0,1.0,0.0,10.0,307.0,55.0,196.0,40.0,142.0,47.0,0.0,10.0,157.0,205.0,40.0,0.0,165.0,13.0,13.0,15.0,5.0,4.0,0.24,48.0,48.0,51.0,14.0,1.0
fix_press_berendsen.cpp,8.0,40.0,3.0,90.0,376.0,55.0,12.0,12.0,17.0,1.0,50.0,8.0,40.0,3.0,0.0,9.0,521.0,90.0,361.0,40.0,309.0,55.0,0.0,15.0,239.0,347.0,40.0,0.0,307.0,49.0,49.0,92.0,3.0,3.0,0.15,106.0,106.0,155.0,11.0,1.0
fix_nve_limit.cpp,2.0,18.0,0.0,39.0,174.0,26.0,3.0,3.0,3.0,1.0,20.0,2.0,18.0,0.0,0.0,9.0,239.0,39.0,162.0,36.0,114.0,26.0,0.0,12.0,109.0,142.0,36.0,0.0,106.0,9.0,9.0,9.0,1.0,4.0,0.16,31.0,31.0,31.0,9.0,1.0
pair_lj96_cut_omp.cpp,5.0,27.0,1.0,29.0,116.0,17.0,4.0,4.0,5.0,1.0,32.0,5.0,26.0,1.0,0.0,4.0,161.0,29.0,105.0,23.0,71.0,17.0,1.0,11.0,74.0,91.0,21.0,0.0,70.0,7.0,7.0,8.0,1.0,4.0,0.16,16.0,16.0,18.0,4.0,1.0
citeme.cpp,2.0,11.0,0.0,15.0,43.0,19.0,4.0,4.0,4.0,2.0,12.0,2.0,11.0,0.0,0.0,3.0,77.0,15.0,39.0,10.0,26.0,19.0,0.0,4.0,20.0,32.0,6.0,0.0,26.0,5.0,5.0,6.0,5.0,2.0,0.49,11.0,11.0,12.0,7.0,1.0
colvarcomp_rotations.cpp,1.0,10.0,1.0,93.0,257.0,16.0,2.0,2.0,2.0,1.0,12.0,1.0,10.0,1.0,0.0,25.0,366.0,93.0,251.0,69.0,133.0,16.0,0.0,6.0,116.0,170.0,46.0,0.0,124.0,10.0,10.0,11.0,1.0,3.0,0.06,55.0,55.0,56.0,25.0,1.0
pair_table_kokkos.cpp,4.0,31.0,4.0,179.0,937.0,270.0,7.0,7.0,8.0,1.0,39.0,4.0,31.0,4.0,0.0,28.0,1382.0,179.0,910.0,202.0,677.0,270.0,3.0,24.0,645.0,830.0,155.0,0.0,675.0,28.0,28.0,41.0,5.0,3.0,0.3,186.0,186.0,215.0,32.0,1.0
pair_nm_cut.cpp,3.0,19.0,0.0,74.0,305.0,54.0,4.0,4.0,4.0,1.0,22.0,3.0,19.0,0.0,0.0,15.0,433.0,74.0,293.0,59.0,216.0,54.0,0.0,12.0,218.0,279.0,58.0,0.0,221.0,9.0,9.0,11.0,5.0,4.0,0.18,60.0,60.0,63.0,19.0,1.0
pair_lj_sf_dipole_sf.cpp,5.0,30.0,1.0,86.0,372.0,52.0,5.0,5.0,6.0,1.0,35.0,5.0,30.0,1.0,0.0,12.0,510.0,86.0,360.0,52.0,285.0,52.0,0.0,12.0,279.0,339.0,52.0,0.0,287.0,20.0,20.0,29.0,1.0,6.0,0.14,61.0,61.0,74.0,12.0,1.0
neigh_full_omp.cpp,18.0,90.0,5.0,100.0,460.0,62.0,20.0,20.0,22.0,8.0,113.0,18.0,87.0,5.0,0.0,5.0,622.0,100.0,434.0,134.0,353.0,62.0,5.0,26.0,371.0,462.0,155.0,10.0,297.0,24.0,24.0,31.0,12.0,7.0,0.14,99.0,99.0,112.0,40.0,1.0
lammps.cpp,12.0,81.0,8.0,111.0,684.0,122.0,21.0,21.0,26.0,2.0,99.0,12.0,72.0,8.0,0.0,8.0,904.0,111.0,574.0,45.0,498.0,122.0,7.0,103.0,365.0,532.0,46.0,0.0,486.0,115.0,115.0,146.0,16.0,5.0,0.21,166.0,166.0,211.0,23.0,1.0
pair_nb3b_harmonic_omp.cpp,7.0,33.0,1.0,39.0,143.0,18.0,6.0,6.0,7.0,4.0,41.0,7.0,33.0,1.0,0.0,4.0,199.0,39.0,132.0,26.0,95.0,18.0,1.0,11.0,106.0,129.0,24.0,0.0,105.0,16.0,16.0,19.0,15.0,4.0,0.14,22.0,22.0,26.0,18.0,1.0
pair_meam_spline_omp.cpp,14.0,55.0,4.0,65.0,232.0,30.0,6.0,6.0,6.0,1.0,72.0,14.0,54.0,4.0,0.0,4.0,324.0,65.0,216.0,97.0,176.0,30.0,2.0,16.0,180.0,204.0,93.0,0.0,111.0,15.0,15.0,15.0,1.0,4.0,0.14,23.0,23.0,24.0,4.0,1.0
pair_buck_omp.cpp,5.0,27.0,1.0,28.0,119.0,17.0,4.0,4.0,5.0,1.0,32.0,5.0,27.0,1.0,0.0,4.0,163.0,28.0,108.0,23.0,76.0,17.0,1.0,11.0,77.0,94.0,21.0,0.0,73.0,7.0,7.0,8.0,1.0,4.0,0.16,16.0,16.0,18.0,4.0,1.0
compute_dihedral_local.cpp,5.0,23.0,1.0,49.0,177.0,31.0,5.0,5.0,6.0,2.0,28.0,5.0,23.0,1.0,0.0,7.0,257.0,49.0,162.0,31.0,122.0,31.0,0.0,15.0,120.0,160.0,31.0,0.0,129.0,22.0,22.0,26.0,12.0,5.0,0.19,38.0,38.0,42.0,18.0,1.0
atom_vec_angle.cpp,3.0,24.0,0.0,139.0,706.0,80.0,4.0,4.0,4.0,1.0,27.0,3.0,24.0,0.0,0.0,29.0,925.0,139.0,697.0,83.0,541.0,80.0,0.0,9.0,559.0,686.0,79.0,0.0,607.0,19.0,19.0,19.0,1.0,4.0,0.11,128.0,128.0,130.0,29.0,1.0
reaxc_reset_tools.cpp,1.0,13.0,1.0,37.0,148.0,31.0,3.0,3.0,3.0,1.0,15.0,1.0,13.0,1.0,0.0,11.0,215.0,37.0,143.0,20.0,90.0,31.0,0.0,5.0,90.0,118.0,17.0,0.0,101.0,10.0,10.0,11.0,4.0,3.0,0.22,28.0,28.0,29.0,14.0,1.0
dump_dcd.cpp,2.0,19.0,2.0,57.0,253.0,56.0,4.0,4.0,4.0,1.0,23.0,2.0,19.0,2.0,0.0,12.0,356.0,57.0,233.0,48.0,176.0,56.0,0.0,20.0,170.0,214.0,48.0,0.0,166.0,8.0,8.0,8.0,3.0,4.0,0.24,43.0,43.0,47.0,14.0,1.0
fix_nph_sphere.cpp,7.0,31.0,7.0,11.0,37.0,20.0,3.0,3.0,3.0,1.0,45.0,7.0,31.0,7.0,0.0,1.0,68.0,11.0,33.0,5.0,27.0,20.0,0.0,4.0,27.0,32.0,5.0,0.0,27.0,3.0,3.0,3.0,1.0,1.0,0.61,3.0,3.0,3.0,1.0,1.0
